GISJOIN,YEAR,AREANAME,STATE,STATEA,COUNTY,COUNTYA,DATAFLAG,NOTECODE,AGWD001
"G0100830","2000","Limestone, AL","Alabama","010","Limestone","0830","0","0",65950
"G0100850","2000","Lowndes, AL","Alabama","010","Lowndes","0850","0","0",13482
"G0100870","2000","Macon, AL","Alabama","010","Macon","0870","0","0",24082
"G0100890","2000","Madison, AL","Alabama","010","Madison","0890","0","0",277837
"G0100910","2000","Marengo, AL","Alabama","010","Marengo","0910","0","0",22562
"G0100930","2000","Marion, AL","Alabama","010","Marion","0930","0","0",31161
"G0100950","2000","Marshall, AL","Alabama","010","Marshall","0950","0","0",82320
"G0100970","2000","Mobile, AL","Alabama","010","Mobile","0970","0","0",400094
"G0100990","2000","Monroe, AL","Alabama","010","Monroe","0990","0","0",24273
"G0101010","2000","Montgomery, AL","Alabama","010","Montgomery","1010","0","0",223383
"G0101030","2000","Morgan, AL","Alabama","010","Morgan","1030","0","0",111214
"G0101050","2000","Perry, AL","Alabama","010","Perry","1050","0","0",11818
"G0101070","2000","Pickens, AL","Alabama","010","Pickens","1070","0","0",20922
"G0101090","2000","Pike, AL","Alabama","010","Pike","1090","0","0",29725
"G0101110","2000","Randolph, AL","Alabama","010","Randolph","1110","0","0",22424
"G0101130","2000","Russell, AL","Alabama","010","Russell","1130","0","0",49694
"G0101150","2000","St. Clair, AL","Alabama","010","St Clair","1150","0","0",65121
"G0101170","2000","Shelby, AL","Alabama","010","Shelby","1170","0","0",144552
"G0101190","2000","Sumter, AL","Alabama","010","Sumter","1190","0","0",14749
"G0101210","2000","Talladega, AL","Alabama","010","Talladega","1210","0","0",80376
"G0101230","2000","Tallapoosa, AL","Alabama","010","Tallapoosa","1230","0","0",41709
"G0101250","2000","Tuscaloosa, AL","Alabama","010","Tuscaloosa","1250","0","0",165070
"G0101270","2000","Walker, AL","Alabama","010","Walker","1270","0","0",70693
"G0101290","2000","Washington, AL","Alabama","010","Washington","1290","0","0",18113
"G0101310","2000","Wilcox, AL","Alabama","010","Wilcox","1310","0","0",13008
"G0101330","2000","Winston, AL","Alabama","010","Winston","1330","0","0",24904
"G0200130","2000","Aleutians East, AK","Alaska","020","Aleutians East","0130","0","0",2684
"G0200160","2000","Aleutians West, AK","Alaska","020","Aleutians West","0160","0","0",5440
"G0200200","2000","Anchorage, AK","Alaska","020","Anchorage","0200","0","0",260501
"G0200500","2000","Bethel, AK","Alaska","020","Bethel","0500","0","0",16088
"G0200600","2000","Bristol Bay, AK","Alaska","020","Bristol Bay Borough","0600","0","0",1232
"G0200680","2000","Denali, AK","Alaska","020","Denali","0680","13 - Except for population count, data for this unit are not enumerated separately and are included with another unit","6082",1895
"G0200700","2000","Dillingham, AK","Alaska","020","Dillingham","0700","0","0",4930
"G0200900","2000","Fairbanks North Star, AK","Alaska","020","Fairbanks North Star","0900","0","0",82727
"G0201000","2000","Haines, AK","Alaska","020","Haines","1000","0","0",2399
"G0201050","2000","Hoonah-Angoon, AK","Alaska","020","Hoonah-Angoon","1050","1 - Data for another unit not enumerated separately are included with this unit","5047",3433
"G0201100","2000","Juneau, AK","Alaska","020","Juneau","1100","0","0",30680
"G0201220","2000","Kenai Peninsula, AK","Alaska","020","Kenai Peninsula","1220","0","0",49675
"G0201300","2000","Ketchikan Gateway, AK","Alaska","020","Ketchikan Gateway","1300","17 - Population count may be based on different boundaries than birth and death counts. Rates are suspect.","9024",13983
"G0201500","2000","Kodiak Island, AK","Alaska","020","Kodiak Island","1500","0","0",13979
"G0201640","2000","Lake and Peninsula, AK","Alaska","020","Lake And Peninsula","1640","0","0",1808
"G0201700","2000","Matanuska-Susitna, AK","Alaska","020","Matanuska-Susitna","1700","0","0",59903
"G0201800","2000","Nome, AK","Alaska","020","Nome","1800","0","0",9165
"G0201850","2000","North Slope, AK","Alaska","020","North Slope","1850","0","0",7372
"G0201880","2000","Northwest Arctic, AK","Alaska","020","Northwest Arctic","1880","0","0",7213
"G0201950","2000","Petersburg, AK","Alaska","020","Petersburg","1950","1 - Data for another unit not enumerated separately are included with this unit","5090",6690
"G0201980","2000","Prince of Wales-Hyder, AK","Alaska","020","Prince of Wales-Hyder","1980","17 - Population count may be based on different boundaries than birth and death counts. Rates are suspect.","9024",6141
"G0202200","2000","Sitka, AK","Alaska","020","Sitka","2200","0","0",8836
"G0202300","2000","Skagway, AK","Alaska","020","Skagway","2300","2 - Data for this unit are not enumerated separately and are included with another unit","5047",0
"G0202400","2000","Southeast Fairbanks, AK","Alaska","020","Southeast Fairbanks","2400","0","0",6165
"G0202610","2000","Valdez-Cordova, AK","Alaska","020","Valdez-Cordova","2610","0","0",10240
"G0202700","2000","Wade Hampton, AK","Alaska","020","Wade Hampton","2700","0","0",7040
"G0202750","2000","Wrangell, AK","Alaska","020","Wrangell","2750","2 - Data for this unit are not enumerated separately and are included with another unit","5090",0
"G0202820","2000","Yakutat, AK","Alaska","020","Yakutat","2820","0","0",798
"G0202900","2000","Yukon-Koyukuk, AK","Alaska","020","Yukon-Koyukuk","2900","12 - Except for population count, data for another unit not enumerated separately are included with this unit. Rates recalculated by NHGIS.","6082",6487
"G0400010","2000","Apache, AZ","Arizona","040","Apache","0010","0","0",69157
"G0400030","2000","Cochise, AZ","Arizona","040","Cochise","0030","0","0",118035
"G0400050","2000","Coconino, AZ","Arizona","040","Coconino","0050","0","0",116668
"G0400070","2000","Gila, AZ","Arizona","040","Gila","0070","0","0",51379
"G0400090","2000","Graham, AZ","Arizona","040","Graham","0090","0","0",33494
"G0400110","2000","Greenlee, AZ","Arizona","040","Greenlee","0110","0","0",8549
"G0400120","2000","La Paz, AZ","Arizona","040","La Paz","0120","0","0",19657
"G0400130","2000","Maricopa, AZ","Arizona","040","Maricopa","0130","0","0",3096476
"G0400150","2000","Mohave, AZ","Arizona","040","Mohave","0150","0","0",156271
"G0400170","2000","Navajo, AZ","Arizona","040","Navajo","0170","0","0",97937
"G0400190","2000","Pima, AZ","Arizona","040","Pima","0190","0","0",848554
"G0400210","2000","Pinal, AZ","Arizona","040","Pinal","0210","0","0",181470
"G0400230","2000","Santa Cruz, AZ","Arizona","040","Santa Cruz","0230","0","0",38564
"G0400250","2000","Yavapai, AZ","Arizona","040","Yavapai","0250","0","0",168983
"G0400270","2000","Yuma, AZ","Arizona","040","Yuma","0270","0","0",160750
"G0500010","2000","Arkansas, AR","Arkansas","050","Arkansas","0010","0","0",20666
"G0500030","2000","Ashley, AR","Arkansas","050","Ashley","0030","0","0",24186
"G0500050","2000","Baxter, AR","Arkansas","050","Baxter","0050","0","0",38465
"G0500070","2000","Benton, AR","Arkansas","050","Benton","0070","0","0",154821
"G0500090","2000","Boone, AR","Arkansas","050","Boone","0090","0","0",34061
"G0500110","2000","Bradley, AR","Arkansas","050","Bradley","0110","0","0",12603
"G0500130","2000","Calhoun, AR","Arkansas","050","Calhoun","0130","0","0",5731
"G0500150","2000","Carroll, AR","Arkansas","050","Carroll","0150","0","0",25419
"G0500170","2000","Chicot, AR","Arkansas","050","Chicot","0170","0","0",14088
"G0500190","2000","Clark, AR","Arkansas","050","Clark","0190","0","0",23500
"G0500210","2000","Clay, AR","Arkansas","050","Clay","0210","0","0",17545
"G0500230","2000","Cleburne, AR","Arkansas","050","Cleburne","0230","0","0",24109
"G0500250","2000","Cleveland, AR","Arkansas","050","Cleveland","0250","0","0",8550
"G0500270","2000","Columbia, AR","Arkansas","050","Columbia","0270","0","0",25572
"G0500290","2000","Conway, AR","Arkansas","050","Conway","0290","0","0",20332
"G0500310","2000","Craighead, AR","Arkansas","050","Craighead","0310","0","0",82494
"G0500330","2000","Crawford, AR","Arkansas","050","Crawford","0330","0","0",53396
"G0500350","2000","Crittenden, AR","Arkansas","050","Crittenden","0350","0","0",51005
"G0500370","2000","Cross, AR","Arkansas","050","Cross","0370","0","0",19490
"G0500390","2000","Dallas, AR","Arkansas","050","Dallas","0390","0","0",9157
"G0500410","2000","Desha, AR","Arkansas","050","Desha","0410","0","0",15322
"G0500430","2000","Drew, AR","Arkansas","050","Drew","0430","0","0",18709
"G0500450","2000","Faulkner, AR","Arkansas","050","Faulkner","0450","0","0",86401
"G0500470","2000","Franklin, AR","Arkansas","050","Franklin","0470","0","0",17735
"G0500490","2000","Fulton, AR","Arkansas","050","Fulton","0490","0","0",11663
"G0500510","2000","Garland, AR","Arkansas","050","Garland","0510","0","0",88383
"G0500530","2000","Grant, AR","Arkansas","050","Grant","0530","0","0",16507
"G0500550","2000","Greene, AR","Arkansas","050","Greene","0550","0","0",37513
"G0500570","2000","Hempstead, AR","Arkansas","050","Hempstead","0570","0","0",23577
"G0500590","2000","Hot Spring, AR","Arkansas","050","Hot Spring","0590","0","0",30378
"G0500610","2000","Howard, AR","Arkansas","050","Howard","0610","0","0",14267
"G0500630","2000","Independence, AR","Arkansas","050","Independence","0630","0","0",34292
"G0500650","2000","Izard, AR","Arkansas","050","Izard","0650","0","0",13277
"G0500670","2000","Jackson, AR","Arkansas","050","Jackson","0670","0","0",18356
"G0500690","2000","Jefferson, AR","Arkansas","050","Jefferson","0690","0","0",84226
"G0500710","2000","Johnson, AR","Arkansas","050","Johnson","0710","0","0",22785
"G0500730","2000","Lafayette, AR","Arkansas","050","Lafayette","0730","0","0",8543
"G0500750","2000","Lawrence, AR","Arkansas","050","Lawrence","0750","0","0",17682
"G0500770","2000","Lee, AR","Arkansas","050","Lee","0770","0","0",12536
"G0500790","2000","Lincoln, AR","Arkansas","050","Lincoln","0790","0","0",14478
"G0500810","2000","Little River, AR","Arkansas","050","Little River","0810","0","0",13625
"G0500830","2000","Logan, AR","Arkansas","050","Logan","0830","0","0",22512
"G0500850","2000","Lonoke, AR","Arkansas","050","Lonoke","0850","0","0",53161
"G0500870","2000","Madison, AR","Arkansas","050","Madison","0870","0","0",14292
"G0500890","2000","Marion, AR","Arkansas","050","Marion","0890","0","0",16173
"G0500910","2000","Miller, AR","Arkansas","050","Miller","0910","0","0",40453
"G0500930","2000","Mississippi, AR","Arkansas","050","Mississippi","0930","0","0",51852
"G0500950","2000","Monroe, AR","Arkansas","050","Monroe","0950","0","0",10178
"G0500970","2000","Montgomery, AR","Arkansas","050","Montgomery","0970","0","0",9285
"G0500990","2000","Nevada, AR","Arkansas","050","Nevada","0990","0","0",9928
"G0501010","2000","Newton, AR","Arkansas","050","Newton","1010","0","0",8639
"G0501030","2000","Ouachita, AR","Arkansas","050","Ouachita","1030","0","0",28704
"G0501050","2000","Perry, AR","Arkansas","050","Perry","1050","0","0",10246
"G0501070","2000","Phillips, AR","Arkansas","050","Phillips","1070","0","0",26282
"G0501090","2000","Pike, AR","Arkansas","050","Pike","1090","0","0",11322
"G0501110","2000","Poinsett, AR","Arkansas","050","Poinsett","1110","0","0",25625
"G0501130","2000","Polk, AR","Arkansas","050","Polk","1130","0","0",20272
"G0501150","2000","Pope, AR","Arkansas","050","Pope","1150","0","0",54489
"G0501170","2000","Prairie, AR","Arkansas","050","Prairie","1170","0","0",9511
"G0501190","2000","Pulaski, AR","Arkansas","050","Pulaski","1190","0","0",361701
"G0501210","2000","Randolph, AR","Arkansas","050","Randolph","1210","0","0",18178
"G0501230","2000","St. Francis, AR","Arkansas","050","St Francis","1230","0","0",29290
"G0501250","2000","Saline, AR","Arkansas","050","Saline","1250","0","0",83945
"G0501270","2000","Scott, AR","Arkansas","050","Scott","1270","0","0",11011
"G0501290","2000","Searcy, AR","Arkansas","050","Searcy","1290","0","0",8276
"G0501310","2000","Sebastian, AR","Arkansas","050","Sebastian","1310","0","0",115539
"G0501330","2000","Sevier, AR","Arkansas","050","Sevier","1330","0","0",15744
"G0501350","2000","Sharp, AR","Arkansas","050","Sharp","1350","0","0",17182
"G0501370","2000","Stone, AR","Arkansas","050","Stone","1370","0","0",11535
"G0501390","2000","Union, AR","Arkansas","050","Union","1390","0","0",45577
"G0501410","2000","Van Buren, AR","Arkansas","050","Van Buren","1410","0","0",16220
"G0501430","2000","Washington, AR","Arkansas","050","Washington","1430","0","0",158650
"G0501450","2000","White, AR","Arkansas","050","White","1450","0","0",67409
"G0501470","2000","Woodruff, AR","Arkansas","050","Woodruff","1470","0","0",8696
"G0501490","2000","Yell, AR","Arkansas","050","Yell","1490","0","0",21179
"G0600010","2000","Alameda, CA","California","060","Alameda","0010","0","0",1450398
"G0600030","2000","Alpine, CA","California","060","Alpine","0030","0","0",1207
"G0600050","2000","Amador, CA","California","060","Amador","0050","0","0",35194
"G0600070","2000","Butte, CA","California","060","Butte","0070","0","0",203791
"G0600090","2000","Calaveras, CA","California","060","Calaveras","0090","0","0",40730
"G0600110","2000","Colusa, CA","California","060","Colusa","0110","0","0",18838
"G0600130","2000","Contra Costa, CA","California","060","Contra Costa","0130","0","0",953659
"G0600150","2000","Del Norte, CA","California","060","Del Norte","0150","0","0",27479
"G0600170","2000","El Dorado, CA","California","060","El Dorado","0170","0","0",157198
"G0600190","2000","Fresno, CA","California","060","Fresno","0190","0","0",802161
"G0600210","2000","Glenn, CA","California","060","Glenn","0210","0","0",26455
"G0600230","2000","Humboldt, CA","California","060","Humboldt","0230","0","0",126338
"G0600250","2000","Imperial, CA","California","060","Imperial","0250","0","0",142533
"G0600270","2000","Inyo, CA","California","060","Inyo","0270","0","0",17924
"G0600290","2000","Kern, CA","California","060","Kern","0290","0","0",663780
"G0600310","2000","Kings, CA","California","060","Kings","0310","0","0",129819
"G0600330","2000","Lake, CA","California","060","Lake","0330","0","0",58600
"G0600350","2000","Lassen, CA","California","060","Lassen","0350","0","0",33767
"G0600370","2000","Los Angeles, CA","California","060","Los Angeles","0370","0","0",9545829
"G0600390","2000","Madera, CA","California","060","Madera","0390","0","0",123660
"G0600410","2000","Marin, CA","California","060","Marin","0410","0","0",247672
"G0600430","2000","Mariposa, CA","California","060","Mariposa","0430","0","0",17150
"G0600450","2000","Mendocino, CA","California","060","Mendocino","0450","0","0",86425
"G0600470","2000","Merced, CA","California","060","Merced","0470","0","0",211665
"G0600490","2000","Modoc, CA","California","060","Modoc","0490","0","0",9420
"G0600510","2000","Mono, CA","California","060","Mono","0510","0","0",12866
"G0600530","2000","Monterey, CA","California","060","Monterey","0530","0","0",403165
"G0600550","2000","Napa, CA","California","060","Napa","0550","0","0",124606
"G0600570","2000","Nevada, CA","California","060","Nevada","0570","0","0",92537
"G0600590","2000","Orange, CA","California","060","Orange","0590","0","0",2856988
"G0600610","2000","Placer, CA","California","060","Placer","0610","0","0",251327
"G0600630","2000","Plumas, CA","California","060","Plumas","0630","0","0",20779
"G0600650","2000","Riverside, CA","California","060","Riverside","0650","0","0",1559962
"G0600670","2000","Sacramento, CA","California","060","Sacramento","0670","0","0",1230259
"G0600690","2000","San Benito, CA","California","060","San Benito","0690","0","0",53860
"G0600710","2000","San Bernardino, CA","California","060","San Bernardino","0710","0","0",1719107
"G0600730","2000","San Diego, CA","California","060","San Diego","0730","0","0",2824591
"G0600750","2000","San Francisco, CA","California","060","San Francisco","0750","0","0",776665
"G0600770","2000","San Joaquin, CA","California","060","San Joaquin","0770","0","0",568252
"G0600790","2000","San Luis Obispo, CA","California","060","San Luis Obispo","0790","0","0",247713
"G0600810","2000","San Mateo, CA","California","060","San Mateo","0810","0","0",708436
"G0600830","2000","Santa Barbara, CA","California","060","Santa Barbara","0830","0","0",399695
"G0600850","2000","Santa Clara, CA","California","060","Santa Clara","0850","0","0",1686237
"G0600870","2000","Santa Cruz, CA","California","060","Santa Cruz","0870","0","0",255804
"G0600890","2000","Shasta, CA","California","060","Shasta","0890","0","0",163842
"G0600910","2000","Sierra, CA","California","060","Sierra","0910","0","0",3576
"G0600930","2000","Siskiyou, CA","California","060","Siskiyou","0930","0","0",44263
"G0600950","2000","Solano, CA","California","060","Solano","0950","0","0",397201
"G0600970","2000","Sonoma, CA","California","060","Sonoma","0970","0","0",460446
"G0600990","2000","Stanislaus, CA","California","060","Stanislaus","0990","0","0",449863
"G0601010","2000","Sutter, CA","California","060","Sutter","1010","0","0",79192
"G0601030","2000","Tehama, CA","California","060","Tehama","1030","0","0",56158
"G0601050","2000","Trinity, CA","California","060","Trinity","1050","0","0",13015
"G0601070","2000","Tulare, CA","California","060","Tulare","1070","0","0",368927
"G0601090","2000","Tuolumne, CA","California","060","Tuolumne","1090","0","0",54679
"G0601110","2000","Ventura, CA","California","060","Ventura","1110","0","0",756672
"G0601130","2000","Yolo, CA","California","060","Yolo","1130","0","0",169762
"G0601150","2000","Yuba, CA","California","060","Yuba","1150","0","0",60330
"G0800010","2000","Adams, CO","Colorado","080","Adams","0010","16 - Data revised from original source by NHGIS","8004",367166
"G0800030","2000","Alamosa, CO","Colorado","080","Alamosa","0030","0","0",14974
"G0800050","2000","Arapahoe, CO","Colorado","080","Arapahoe","0050","0","0",491561
"G0800070","2000","Archuleta, CO","Colorado","080","Archuleta","0070","0","0",10040
"G0800090","2000","Baca, CO","Colorado","080","Baca","0090","0","0",4502
"G0800110","2000","Bent, CO","Colorado","080","Bent","0110","0","0",5972
"G0800130","2000","Boulder, CO","Colorado","080","Boulder","0130","16 - Data revised from original source by NHGIS","8004",293006
"G0800150","2000","Chaffee, CO","Colorado","080","Chaffee","0150","0","0",16304
"G0800170","2000","Cheyenne, CO","Colorado","080","Cheyenne","0170","0","0",2223
"G0800190","2000","Clear Creek, CO","Colorado","080","Clear Creek","0190","0","0",9315
"G0800210","2000","Conejos, CO","Colorado","080","Conejos","0210","0","0",8411
"G0800230","2000","Costilla, CO","Colorado","080","Costilla","0230","0","0",3669
"G0800250","2000","Crowley, CO","Colorado","080","Crowley","0250","0","0",5536
"G0800270","2000","Custer, CO","Colorado","080","Custer","0270","0","0",3515
"G0800290","2000","Delta, CO","Colorado","080","Delta","0290","0","0",27910
"G0800310","2000","Denver, CO","Colorado","080","Denver","0310","0","0",555434
"G0800330","2000","Dolores, CO","Colorado","080","Dolores","0330","0","0",1849
"G0800350","2000","Douglas, CO","Colorado","080","Douglas","0350","0","0",180434
"G0800370","2000","Eagle, CO","Colorado","080","Eagle","0370","0","0",41945
"G0800390","2000","Elbert, CO","Colorado","080","Elbert","0390","0","0",20124
"G0800410","2000","El Paso, CO","Colorado","080","El Paso","0410","0","0",519325
"G0800430","2000","Fremont, CO","Colorado","080","Fremont","0430","0","0",46323
"G0800450","2000","Garfield, CO","Colorado","080","Garfield","0450","0","0",44222
"G0800470","2000","Gilpin, CO","Colorado","080","Gilpin","0470","0","0",4799
"G0800490","2000","Grand, CO","Colorado","080","Grand","0490","0","0",12481
"G0800510","2000","Gunnison, CO","Colorado","080","Gunnison","0510","0","0",13990
"G0800530","2000","Hinsdale, CO","Colorado","080","Hinsdale","0530","0","0",787
"G0800550","2000","Huerfano, CO","Colorado","080","Huerfano","0550","0","0",7826
"G0800570","2000","Jackson, CO","Colorado","080","Jackson","0570","0","0",1578
"G0800590","2000","Jefferson, CO","Colorado","080","Jefferson","0590","16 - Data revised from original source by NHGIS","8004",528283
"G0800610","2000","Kiowa, CO","Colorado","080","Kiowa","0610","0","0",1611
"G0800630","2000","Kit Carson, CO","Colorado","080","Kit Carson","0630","0","0",7988
"G0800650","2000","Lake, CO","Colorado","080","Lake","0650","0","0",7809
"G0800670","2000","La Plata, CO","Colorado","080","La Plata","0670","0","0",44177
"G0800690","2000","Larimer, CO","Colorado","080","Larimer","0690","0","0",252922
"G0800710","2000","Las Animas, CO","Colorado","080","Las Animas","0710","0","0",15288
"G0800730","2000","Lincoln, CO","Colorado","080","Lincoln","0730","0","0",6069
"G0800750","2000","Logan, CO","Colorado","080","Logan","0750","0","0",20660
"G0800770","2000","Mesa, CO","Colorado","080","Mesa","0770","0","0",117498
"G0800790","2000","Mineral, CO","Colorado","080","Mineral","0790","0","0",838
"G0800810","2000","Moffat, CO","Colorado","080","Moffat","0810","0","0",13179
"G0800830","2000","Montezuma, CO","Colorado","080","Montezuma","0830","0","0",23887
"G0800850","2000","Montrose, CO","Colorado","080","Montrose","0850","0","0",33597
"G0800870","2000","Morgan, CO","Colorado","080","Morgan","0870","0","0",27259
"G0800890","2000","Otero, CO","Colorado","080","Otero","0890","0","0",20260
"G0800910","2000","Ouray, CO","Colorado","080","Ouray","0910","0","0",3779
"G0800930","2000","Park, CO","Colorado","080","Park","0930","0","0",14699
"G0800950","2000","Phillips, CO","Colorado","080","Phillips","0950","0","0",4460
"G0800970","2000","Pitkin, CO","Colorado","080","Pitkin","0970","0","0",14769
"G0800990","2000","Prowers, CO","Colorado","080","Prowers","0990","0","0",14464
"G0801010","2000","Pueblo, CO","Colorado","080","Pueblo","1010","0","0",141857
"G0801030","2000","Rio Blanco, CO","Colorado","080","Rio Blanco","1030","0","0",5987
"G0801050","2000","Rio Grande, CO","Colorado","080","Rio Grande","1050","0","0",12437
"G0801070","2000","Routt, CO","Colorado","080","Routt","1070","0","0",19831
"G0801090","2000","Saguache, CO","Colorado","080","Saguache","1090","0","0",5985
"G0801110","2000","San Juan, CO","Colorado","080","San Juan","1110","0","0",556
"G0801130","2000","San Miguel, CO","Colorado","080","San Miguel","1130","0","0",6622
"G0801150","2000","Sedgwick, CO","Colorado","080","Sedgwick","1150","0","0",2750
"G0801170","2000","Summit, CO","Colorado","080","Summit","1170","0","0",23664
"G0801190","2000","Teller, CO","Colorado","080","Teller","1190","0","0",20676
"G0801210","2000","Washington, CO","Colorado","080","Washington","1210","0","0",4950
"G0801230","2000","Weld, CO","Colorado","080","Weld","1230","16 - Data revised from original source by NHGIS","8004",183166
"G0801250","2000","Yuma, CO","Colorado","080","Yuma","1250","0","0",9822
"G0900010","2000","Fairfield, CT","Connecticut","090","Fairfield","0010","0","0",884786
"G0900030","2000","Hartford, CT","Connecticut","090","Hartford","0030","0","0",858531
"G0900050","2000","Litchfield, CT","Connecticut","090","Litchfield","0050","0","0",182665
"G0900070","2000","Middlesex, CT","Connecticut","090","Middlesex","0070","0","0",155651
"G0900090","2000","New Haven, CT","Connecticut","090","New Haven","0090","0","0",825062
"G0900110","2000","New London, CT","Connecticut","090","New London","0110","0","0",259483
"G0900130","2000","Tolland, CT","Connecticut","090","Tolland","0130","0","0",136889
"G0900150","2000","Windham, CT","Connecticut","090","Windham","0150","0","0",109195
"G1000010","2000","Kent, DE","Delaware","100","Kent","0010","0","0",127102
"G1000030","2000","New Castle, DE","Delaware","100","New Castle","0030","0","0",501866
"G1000050","2000","Sussex, DE","Delaware","100","Sussex","0050","0","0",157473
"G1100010","2000","District of Columbia","District Of Columbia","110","District Of Columbia","0010","0","0",571045
"G1200010","2000","Alachua, FL","Florida","120","Alachua","0010","0","0",218167
"G1200030","2000","Baker, FL","Florida","120","Baker","0030","0","0",22390
"G1200050","2000","Bay, FL","Florida","120","Bay","0050","0","0",148248
"G1200070","2000","Bradford, FL","Florida","120","Bradford","0070","0","0",26087
"G1200090","2000","Brevard, FL","Florida","120","Brevard","0090","0","0",477824
"G1200110","2000","Broward, FL","Florida","120","Broward","0110","0","0",1632663
"G1200130","2000","Calhoun, FL","Florida","120","Calhoun","0130","0","0",13044
"G1200150","2000","Charlotte, FL","Florida","120","Charlotte","0150","0","0",142288
"G1200170","2000","Citrus, FL","Florida","120","Citrus","0170","0","0",118657
"G1200190","2000","Clay, FL","Florida","120","Clay","0190","0","0",141678
"G1200210","2000","Collier, FL","Florida","120","Collier","0210","0","0",254094
"G1200230","2000","Columbia, FL","Florida","120","Columbia","0230","0","0",56762
"G1200270","2000","DeSoto, FL","Florida","120","Desoto","0270","0","0",32300
"G1200290","2000","Dixie, FL","Florida","120","Dixie","0290","0","0",13828
"G1200310","2000","Duval, FL","Florida","120","Duval","0310","0","0",779699
"G1200330","2000","Escambia, FL","Florida","120","Escambia","0330","0","0",294342
"G1200350","2000","Flagler, FL","Florida","120","Flagler","0350","0","0",50582
"G1200370","2000","Franklin, FL","Florida","120","Franklin","0370","0","0",9839
"G1200390","2000","Gadsden, FL","Florida","120","Gadsden","0390","0","0",45055
"G1200410","2000","Gilchrist, FL","Florida","120","Gilchrist","0410","0","0",14543
"G1200430","2000","Glades, FL","Florida","120","Glades","0430","0","0",10606
"G1200450","2000","Gulf, FL","Florida","120","Gulf","0450","0","0",14602
"G1200470","2000","Hamilton, FL","Florida","120","Hamilton","0470","0","0",13331
"G1200490","2000","Hardee, FL","Florida","120","Hardee","0490","0","0",26917
"G1200510","2000","Hendry, FL","Florida","120","Hendry","0510","0","0",36369
"G1200530","2000","Hernando, FL","Florida","120","Hernando","0530","0","0",131513
