BUYER_COUNTY,BUYER_STATE,mme,year,population
IONIA,MI,11721.90741382517,2012,64149.0
SCHOOLCRAFT,MI,3143.5209300000274,2012,8455.0
SAINT CLAIR,MI,70870.2123847555,2012,162978.0
WRIGHT,MN,14721.229159500095,2006,115192.0
MOWER,MN,5033.857326000041,2006,38697.0
LINCOLN,MN,531.0439979999994,2006,6003.0
WASHINGTON,MN,36101.98631400121,2006,225091.0
SIBLEY,MN,1215.4747538625031,2006,15164.0
RAMSEY,MN,72102.11001345307,2006,497158.0
NICOLLET,MN,927.7026375000032,2006,31779.0
RICE,MN,6300.715083000057,2006,61899.0
GOODHUE,MN,5804.23093950005,2006,45598.0
MCLEOD,MN,5830.731505500061,2006,36749.0
REDWOOD,MN,1119.7846815000014,2006,16119.0
FREEBORN,MN,4105.2061799999865,2006,31622.0
RED LAKE,MN,107.16359999999996,2006,4077.0
MARTIN,MN,2242.106625000013,2006,20901.0
YELLOW MEDICINE,MN,1617.1645078500012,2006,10663.0
DOUGLAS,MN,7976.395603500129,2006,35472.0
FARIBAULT,MN,901.6951530000027,2006,15150.0
BECKER,MN,3233.534999087488,2006,32057.0
MILLE LACS,MN,9191.196594000125,2006,25882.0
COTTONWOOD,MN,1437.4644689999955,2006,11789.0
OTTER TAIL,MN,7124.293414500143,2006,57732.0
SCOTT,MN,11873.048487862648,2006,121013.0
CHIPPEWA,MN,1271.7824205000009,2006,12525.0
WASECA,MN,1204.7392980000031,2006,19348.0
WILKIN,MN,1156.9314775875027,2006,6709.0
NORMAN,MN,572.7301754999997,2006,6952.0
POPE,MN,1176.7615695000025,2006,11138.0
CLAY,MN,5194.30289100006,2006,55072.0
ROSEAU,MN,2338.791818587499,2006,16031.0
SWIFT,MN,616.9481189999998,2006,10119.0
POLK,MN,4121.013106500015,2006,31170.0
CHISAGO,MN,6118.5847635000355,2006,51444.0
CARVER,MN,7911.231433500136,2006,85657.0
MORRISON,MN,4472.411733862496,2006,32813.0
MARSHALL,MN,202.24170000000004,2006,9802.0
DODGE,MN,851.4315750000003,2006,19601.0
WABASHA,MN,1587.8439000000049,2006,21826.0
MURRAY,MN,486.8654624999999,2006,8884.0
TRAVERSE,MN,214.36732500000008,2006,3795.0
LAC QUI PARLE,MN,421.7573999999994,2006,7415.0
MAHNOMEN,MN,767.5250624999987,2006,5277.0
CLEARWATER,MN,1103.0460525000028,2006,8476.0
KITTSON,MN,145.30465800000016,2006,4746.0
LAKE,MN,1518.0417413625007,2006,10962.0
LAKE OF THE WOODS,MN,779.0089995000003,2006,4321.0
RENVILLE,MN,678.1433985000008,2006,16374.0
ROCK,MN,1136.0395625000008,2006,9502.0
CARLTON,MN,7725.481020387555,2006,34538.0
BIG STONE,MN,848.0436000000025,2006,5375.0
JACKSON,MN,315.92147999999963,2006,10583.0
BLUE EARTH,MN,7291.423663500098,2006,61100.0
ISANTI,MN,7384.763239500058,2006,37183.0
PIPESTONE,MN,1843.063275000004,2006,9496.0
STEVENS,MN,408.93127049999885,2006,9729.0
AITKIN,MN,3425.3922614999915,2006,16357.0
BROWN,MN,2749.7241210000047,2006,26252.0
WATONWAN,MN,1277.711214000003,2006,11323.0
KOOCHICHING,MN,3383.5502354999944,2006,13705.0
ANOKA,MN,50080.57712986479,2006,323590.0
HUBBARD,MN,3943.6201740000047,2006,19783.0
LYON,MN,2806.2905234999885,2006,25347.0
BENTON,MN,4865.8009485000175,2006,37617.0
KANABEC,MN,3214.5751499999988,2006,16360.0
KANDIYOHI,MN,4018.5305894999815,2006,41537.0
OLMSTED,MN,24434.54430800044,2006,137293.0
COOK,MN,761.2755749999999,2006,5210.0
DAKOTA,MN,44659.29993750212,2006,386228.0
WINONA,MN,7921.538730450077,2006,50904.0
MEEKER,MN,2198.3515874999935,2006,23402.0
PINE,MN,3495.685286587499,2006,28860.0
TODD,MN,3873.573541499996,2006,24620.0
NOBLES,MN,1494.8366303625028,2006,20608.0
CASS,MN,1995.6122054999985,2006,28754.0
ITASCA,MN,10165.904414225328,2006,44405.0
HENNEPIN,MN,192148.17307076845,2006,1119507.0
STEELE,MN,3036.623784000012,2006,36040.0
SHERBURNE,MN,6676.737154000095,2006,84079.0
GRANT,MN,796.3972680000007,2006,6127.0
WADENA,MN,3291.6360750000067,2006,13705.0
BELTRAMI,MN,7153.54322100015,2006,43066.0
FILLMORE,MN,1439.7723675000054,2006,21043.0
STEARNS,MN,20377.754855363026,2006,144256.0
HOUSTON,MN,1583.955787500004,2006,19506.0
CROW WING,MN,10136.72694386263,2006,60654.0
LE SUEUR,MN,1392.9484050000024,2006,27480.0
SAINT LOUIS,MN,57552.07715925253,2006,198357.0
PENNINGTON,MN,2776.962972000001,2006,13810.0
WILKIN,MN,1767.610686000005,2007,6715.0
BENTON,MN,5256.8159036625375,2007,38007.0
WINONA,MN,8426.131402087598,2007,51316.0
KANABEC,MN,3027.6276782249993,2007,16495.0
MORRISON,MN,4509.975148500015,2007,33024.0
DAKOTA,MN,50251.869146440156,2007,390767.0
BLUE EARTH,MN,8213.154620025092,2007,61974.0
POLK,MN,4659.998057587561,2007,31273.0
RAMSEY,MN,76182.56976371579,2007,499605.0
LYON,MN,2637.7221749999903,2007,25403.0
SIBLEY,MN,1102.4717929500043,2007,15263.0
SHERBURNE,MN,8329.461655500123,2007,85968.0
OLMSTED,MN,30066.61964486269,2007,139369.0
REDWOOD,MN,1290.5733000000012,2007,16053.0
STEELE,MN,3662.4776555,2007,36342.0
FREEBORN,MN,4307.893292999989,2007,31511.0
MARTIN,MN,2993.705847000011,2007,20878.0
MOWER,MN,5513.928360000059,2007,38672.0
NOBLES,MN,1974.5722785000007,2007,20723.0
LE SUEUR,MN,1572.0123420000025,2007,27870.0
KANDIYOHI,MN,4449.911053500017,2007,41639.0
CLAY,MN,6999.581173500117,2007,55805.0
LINCOLN,MN,668.4712529999998,2007,5949.0
MEEKER,MN,2560.678874999999,2007,23407.0
ANOKA,MN,54813.72589411491,2007,325767.0
KITTSON,MN,159.901266,2007,4640.0
NICOLLET,MN,889.0918485000043,2007,31989.0
CLEARWATER,MN,1175.2840050000038,2007,8541.0
CASS,MN,2347.257330000004,2007,28681.0
MAHNOMEN,MN,711.0654150000009,2007,5352.0
TRAVERSE,MN,325.3796624999996,2007,3709.0
RENVILLE,MN,930.3169500000024,2007,16227.0
SWIFT,MN,877.4033460000011,2007,10058.0
MCLEOD,MN,6361.152928500077,2007,36961.0
LAC QUI PARLE,MN,540.5389499999999,2007,7419.0
MURRAY,MN,396.21532499999984,2007,8788.0
WABASHA,MN,1637.3045625000052,2007,21708.0
PENNINGTON,MN,3030.1288425000066,2007,13840.0
DODGE,MN,925.6114875000012,2007,19613.0
MARSHALL,MN,367.5024374999997,2007,9651.0
COOK,MN,871.3568039999999,2007,5217.0
RED LAKE,MN,172.77592499999992,2007,4093.0
LAKE,MN,1497.4978875000006,2007,10938.0
LAKE OF THE WOODS,MN,853.6916520000003,2007,4205.0
OTTER TAIL,MN,8432.69620286274,2007,57677.0
KOOCHICHING,MN,2951.81595,2007,13577.0
BROWN,MN,3323.463450000006,2007,26130.0
CARVER,MN,8987.448393000104,2007,87270.0
RICE,MN,7185.310687500093,2007,62387.0
AITKIN,MN,3476.654399999999,2007,16481.0
PIPESTONE,MN,1860.6070050000064,2007,9520.0
ROCK,MN,1442.9736810000006,2007,9588.0
STEVENS,MN,471.86283749999876,2007,9660.0
FILLMORE,MN,1575.2482275000086,2007,21092.0
ISANTI,MN,7687.864365862584,2007,37711.0
HOUSTON,MN,1852.8150375000089,2007,19392.0
GOODHUE,MN,7337.635456500126,2007,45866.0
JACKSON,MN,473.94872999999916,2007,10523.0
CARLTON,MN,10129.058297262529,2007,34596.0
BIG STONE,MN,868.6896750000017,2007,5366.0
HUBBARD,MN,3628.066278862493,2007,20123.0
WATONWAN,MN,1404.6507855000025,2007,11231.0
WRIGHT,MN,17530.94578436273,2007,118635.0
WASHINGTON,MN,40115.65796508873,2007,229756.0
MILLE LACS,MN,9707.294709000142,2007,26108.0
BECKER,MN,3783.8924488999874,2007,32142.0
YELLOW MEDICINE,MN,1163.8255958625034,2007,10574.0
PINE,MN,4409.2893060000015,2007,29210.0
ITASCA,MN,10647.56255317535,2007,44809.0
ROSEAU,MN,2561.046243974996,2007,15959.0
CHISAGO,MN,7743.448363500052,2007,52312.0
CROW WING,MN,10580.223333000133,2007,61484.0
FARIBAULT,MN,959.3405955000012,2007,14986.0
SAINT LOUIS,MN,61700.541763502624,2007,198903.0
TODD,MN,3609.013610587498,2007,24819.0
SCOTT,MN,13113.672198862683,2007,124050.0
WASECA,MN,1730.1552375000033,2007,19407.0
BELTRAMI,MN,6886.033741500141,2007,43281.0
POPE,MN,1387.998461587503,2007,11087.0
COTTONWOOD,MN,1846.7970749999965,2007,11748.0
NORMAN,MN,639.7986180000007,2007,6860.0
GRANT,MN,815.6012414999999,2007,6138.0
STEARNS,MN,22630.09900350074,2007,146591.0
WADENA,MN,3649.4490819000066,2007,13840.0
HENNEPIN,MN,202717.35509463208,2007,1126585.0
CHIPPEWA,MN,1214.3422590000016,2007,12401.0
DOUGLAS,MN,8658.620137500151,2007,35903.0
BENTON,MN,5410.904691750038,2008,38200.0
HOUSTON,MN,1541.845275000005,2008,19159.0
WRIGHT,MN,17285.700868087682,2008,121553.0
DOUGLAS,MN,9043.881791362684,2008,36108.0
WATONWAN,MN,1289.375175000003,2008,11120.0
ROCK,MN,1589.0354625000027,2008,9597.0
CROW WING,MN,10964.23884750013,2008,62178.0
CLEARWATER,MN,1545.6169125000076,2008,8603.0
KANABEC,MN,3552.442256999997,2008,16535.0
PINE,MN,4460.759835675017,2008,29614.0
LAKE OF THE WOODS,MN,1638.5580450000007,2008,4128.0
DAKOTA,MN,56900.241748614775,2008,393900.0
FARIBAULT,MN,1075.9697565000038,2008,14790.0
LAKE,MN,1577.7132525000006,2008,10872.0
MCLEOD,MN,8015.6647080001685,2008,36917.0
STEVENS,MN,552.9524999999984,2008,9711.0
SHERBURNE,MN,10226.113789725096,2008,87495.0
RED LAKE,MN,171.15434999999985,2008,4097.0
PENNINGTON,MN,3436.701136500012,2008,13842.0
MORRISON,MN,4874.12094498753,2008,33267.0
OTTER TAIL,MN,8927.702310450262,2008,57691.0
YELLOW MEDICINE,MN,1113.924554250003,2008,10473.0
NOBLES,MN,1783.1461380000046,2008,21126.0
SAINT LOUIS,MN,68123.08244339035,2008,199745.0
LYON,MN,2876.6585249999935,2008,25646.0
MEEKER,MN,2840.998162500004,2008,23454.0
NORMAN,MN,740.5601130000003,2008,6842.0
ITASCA,MN,10708.534373175362,2008,44852.0
COTTONWOOD,MN,1802.860987125002,2008,11701.0
SIBLEY,MN,1066.3047422250045,2008,15283.0
POLK,MN,5461.509413400091,2008,31175.0
CLAY,MN,7828.994065500194,2008,57056.0
GOODHUE,MN,8111.665867500161,2008,45919.0
OLMSTED,MN,29465.09534850021,2008,141527.0
TODD,MN,3752.657886,2008,24859.0
REDWOOD,MN,1589.7748875000034,2008,16103.0
BIG STONE,MN,1162.6265250000013,2008,5328.0
CARLTON,MN,11931.920490000042,2008,34986.0
RICE,MN,8074.806892500103,2008,63061.0
STEELE,MN,4910.6609520000375,2008,36558.0
FILLMORE,MN,1540.0108125000054,2008,20991.0
WILKIN,MN,1407.0627750000046,2008,6622.0
FREEBORN,MN,4213.970320500005,2008,31270.0
PIPESTONE,MN,1841.3901750000039,2008,9631.0
MARTIN,MN,3848.6151240000263,2008,20914.0
CARVER,MN,11404.9721590877,2008,88812.0
LE SUEUR,MN,1866.422100000008,2008,27816.0
SCOTT,MN,16776.878102362654,2008,126613.0
MOWER,MN,5961.578250037584,2008,38695.0
BECKER,MN,4421.986390762519,2008,32244.0
KANDIYOHI,MN,5185.949613000064,2008,41840.0
AITKIN,MN,3644.5650750000136,2008,16422.0
BLUE EARTH,MN,9011.588115862563,2008,62860.0
MILLE LACS,MN,10297.513909500125,2008,26171.0
CASS,MN,2359.781055000001,2008,28733.0
TRAVERSE,MN,410.8125374999996,2008,3637.0
BROWN,MN,3868.417809000007,2008,25992.0
GRANT,MN,913.1369993625008,2008,6113.0
ANOKA,MN,59778.69355312688,2008,327427.0
WABASHA,MN,1701.7156500000049,2008,21787.0
SWIFT,MN,993.887694000001,2008,9966.0
MURRAY,MN,483.4120499999999,2008,8755.0
CHIPPEWA,MN,1207.8939255000005,2008,12376.0
ROSEAU,MN,2666.130053025,2008,15935.0
JACKSON,MN,447.7619624999992,2008,10364.0
RENVILLE,MN,1021.2340500000032,2008,15911.0
HUBBARD,MN,3215.3912624999957,2008,20346.0
CHISAGO,MN,7634.5144095000705,2008,53012.0
HENNEPIN,MN,221183.85712909547,2008,1135173.0
WADENA,MN,4512.137587500042,2008,13844.0
DODGE,MN,869.7540000000008,2008,19876.0
NICOLLET,MN,1103.240287500005,2008,32261.0
MARSHALL,MN,495.4776374999996,2008,9551.0
KITTSON,MN,228.3572234999998,2008,4614.0
COOK,MN,1138.7208000000014,2008,5255.0
LINCOLN,MN,582.9915030000004,2008,5937.0
STEARNS,MN,21939.87776940061,2008,148307.0
KOOCHICHING,MN,3398.5142250000104,2008,13432.0
POPE,MN,1333.218514537503,2008,11084.0
RAMSEY,MN,87422.21453225346,2008,502890.0
WINONA,MN,9888.7296885001,2008,51457.0
BELTRAMI,MN,5395.556328000092,2008,43815.0
LAC QUI PARLE,MN,575.3727000000006,2008,7342.0
MAHNOMEN,MN,722.2902375000009,2008,5386.0
WASHINGTON,MN,45657.01519586379,2008,233306.0
WASECA,MN,2059.1723250000023,2008,19311.0
ISANTI,MN,8698.5547860001,2008,37851.0
MILLE LACS,MN,11075.011537500128,2009,26071.0
POLK,MN,6011.642191575121,2009,30693.0
CLAY,MN,7754.177583862724,2009,54902.0
ANOKA,MN,66297.22408743954,2009,326489.0
OTTER TAIL,MN,8650.350121800273,2009,56912.0
REDWOOD,MN,1922.2093499999987,2009,15625.0
DODGE,MN,1020.3428249999997,2009,19504.0
STEVENS,MN,570.9605624999998,2009,9635.0
LINCOLN,MN,906.8090624999996,2009,5832.0
AITKIN,MN,4236.122625000029,2009,15871.0
WASHINGTON,MN,51651.360225226505,2009,225551.0
STEELE,MN,5672.453587500073,2009,36273.0
BELTRAMI,MN,5506.581750000106,2009,43407.0
WADENA,MN,4148.476125000008,2009,13343.0
POPE,MN,1304.1081788625027,2009,10979.0
FREEBORN,MN,4489.813500000027,2009,31211.0
MAHNOMEN,MN,645.7117125,2009,5051.0
HENNEPIN,MN,247187.65650976702,2009,1136224.0
OLMSTED,MN,29777.539811587616,2009,139585.0
PENNINGTON,MN,4025.5397443125134,2009,13750.0
CARVER,MN,14110.796133862848,2009,88208.0
KOOCHICHING,MN,3251.2771875000085,2009,13396.0
JACKSON,MN,532.6348499999995,2009,10881.0
LYON,MN,2813.8952288624932,2009,24910.0
CLEARWATER,MN,1851.9254625000078,2009,8231.0
CARLTON,MN,11692.050412500064,2009,33875.0
MEEKER,MN,2720.6881125000045,2009,23195.0
NORMAN,MN,674.7666375000008,2009,6629.0
COOK,MN,1331.4208875000024,2009,5411.0
GOODHUE,MN,9173.121315000148,2009,45605.0
SCOTT,MN,16911.753963862677,2009,125714.0
ITASCA,MN,11191.225042950315,2009,44364.0
WASECA,MN,2450.530627500007,2009,19241.0
WATONWAN,MN,967.8334875000028,2009,11019.0
CASS,MN,2375.0263950000062,2009,28654.0
MARSHALL,MN,662.0454750000001,2009,9452.0
DOUGLAS,MN,9397.474631812736,2009,35854.0
ROCK,MN,1661.4058125000024,2009,9444.0
BLUE EARTH,MN,10415.307420000085,2009,59883.0
KITTSON,MN,367.6111499999996,2009,4523.0
TODD,MN,3829.9025250000122,2009,23968.0
FARIBAULT,MN,1390.3366500000006,2009,14834.0
RAMSEY,MN,104621.56388520393,2009,500436.0
PIPESTONE,MN,1940.8920375000075,2009,9303.0
HOUSTON,MN,1423.3697250000034,2009,19463.0
GRANT,MN,927.4439625000017,2009,5965.0
YELLOW MEDICINE,MN,1339.1852222625034,2009,10067.0
SIBLEY,MN,1153.4542240875026,2009,15001.0
WINONA,MN,10667.158695225178,2009,49558.0
SAINT LOUIS,MN,69925.16509016519,2009,196820.0
CHIPPEWA,MN,1259.7187500000011,2009,12454.0
DAKOTA,MN,64361.74637865166,2009,389434.0
WABASHA,MN,1768.1094375000046,2009,21831.0
CROW WING,MN,12438.171765000294,2009,61435.0
ROSEAU,MN,3117.0377702250034,2009,16012.0
KANDIYOHI,MN,6340.011952500143,2009,40950.0
BECKER,MN,4863.04403636256,2009,31832.0
ISANTI,MN,9781.007287500102,2009,38589.0
MORRISON,MN,5685.499632937547,2009,32717.0
LAKE OF THE WOODS,MN,1396.8167999999994,2009,4068.0
FILLMORE,MN,1384.1508000000022,2009,20966.0
TRAVERSE,MN,541.5234749999995,2009,3684.0
MCLEOD,MN,8876.447040000185,2009,36879.0
LAKE,MN,1821.895552500005,2009,10751.0
BENTON,MN,5587.535787712549,2009,39460.0
MURRAY,MN,496.0548000000003,2009,8529.0
HUBBARD,MN,4308.309480000011,2009,18675.0
MARTIN,MN,4531.847662500023,2009,20448.0
SHERBURNE,MN,11445.496894537708,2009,85211.0
RENVILLE,MN,1312.1539913625038,2009,16101.0
RICE,MN,8178.698670000087,2009,61865.0
LAC QUI PARLE,MN,623.449875,2009,7258.0
LE SUEUR,MN,1935.3768375000052,2009,27768.0
KANABEC,MN,3881.827353862498,2009,16059.0
MOWER,MN,6331.3272270375965,2009,38119.0
PINE,MN,4787.858377500025,2009,28175.0
WRIGHT,MN,20505.90061181298,2009,116527.0
RED LAKE,MN,156.65711249999987,2009,4157.0
STEARNS,MN,22181.957664750742,2009,146168.0
NOBLES,MN,1880.8349625000048,2009,20278.0
NICOLLET,MN,1496.9448150000055,2009,31694.0
COTTONWOOD,MN,1826.6108079375056,2009,11343.0
BROWN,MN,3990.6476775000056,2009,25881.0
SWIFT,MN,1103.5731375000003,2009,10890.0
BIG STONE,MN,1317.7478250000052,2009,5335.0
CHISAGO,MN,8235.631087500104,2009,49771.0
WILKIN,MN,1318.9790250000035,2009,6455.0
WINONA,MN,12879.600544312649,2010,51304.0
WATONWAN,MN,1024.074300000002,2010,11212.0
BROWN,MN,3909.563853862512,2010,26030.0
BLUE EARTH,MN,10817.096066362603,2010,62719.0
YELLOW MEDICINE,MN,1392.9984529500064,2010,10514.0
BECKER,MN,5678.229315000122,2010,32274.0
ISANTI,MN,11008.163741362598,2010,37682.0
CASS,MN,2654.0323050000084,2010,28648.0
ROSEAU,MN,3416.0022943125077,2010,15864.0
LAC QUI PARLE,MN,611.0528250000002,2010,7343.0
TRAVERSE,MN,607.8463125,2010,3657.0
HOUSTON,MN,1292.0750625000076,2010,19226.0
RENVILLE,MN,1095.1958663625019,2010,16007.0
CHIPPEWA,MN,1423.7539499999993,2010,12426.0
MAHNOMEN,MN,481.3373399999992,2010,5359.0
MURRAY,MN,289.7898149999994,2010,8779.0
WABASHA,MN,1792.9075875000015,2010,21743.0
REDWOOD,MN,1634.4427163625012,2010,16069.0
DODGE,MN,1156.9376999999995,2010,19829.0
KITTSON,MN,460.4684999999997,2010,4620.0
GRANT,MN,819.3102375000017,2010,6082.0
MARSHALL,MN,460.40448749999945,2010,9580.0
COOK,MN,1401.3550500000058,2010,5211.0
JACKSON,MN,478.2768749999989,2010,10403.0
CLEARWATER,MN,1676.4560325000089,2010,8593.0
GOODHUE,MN,9393.796432725216,2010,45930.0
HENNEPIN,MN,278042.4338028075,2010,1136522.0
PENNINGTON,MN,4002.840180000018,2010,13862.0
OTTER TAIL,MN,8503.68731088779,2010,57539.0
AITKIN,MN,5295.3890250000595,2010,16325.0
COTTONWOOD,MN,1745.2478377125033,2010,11712.0
POLK,MN,6308.4309118126685,2010,31336.0
PIPESTONE,MN,2225.651595000004,2010,9570.0
LE SUEUR,MN,1898.6721338625016,2010,27719.0
FARIBAULT,MN,1533.7188375000032,2010,14819.0
WILKIN,MN,1166.2434900000035,2010,6636.0
BIG STONE,MN,1506.0971250000046,2010,5324.0
STEVENS,MN,792.851392499999,2010,9711.0
BELTRAMI,MN,6113.248237500144,2010,43781.0
ROCK,MN,1986.7258125000033,2010,9606.0
CARLTON,MN,11701.859625000048,2010,34958.0
MCLEOD,MN,8483.891025000199,2010,36789.0
LAKE OF THE WOODS,MN,2007.6863550000012,2010,4147.0
FILLMORE,MN,1404.1767375000006,2010,20978.0
LAKE,MN,1797.6761250000006,2010,10900.0
RED LAKE,MN,203.64981749999973,2010,4094.0
RICE,MN,8801.3481150001,2010,63087.0
NICOLLET,MN,1332.214425000003,2010,32271.0
POPE,MN,1661.029227037503,2010,11064.0
MOWER,MN,7525.903432725149,2010,38855.0
KANDIYOHI,MN,6373.222537500174,2010,41869.0
WASECA,MN,2278.313370000009,2010,19168.0
MARTIN,MN,4706.4498827250545,2010,20865.0
LYON,MN,3012.8507774999944,2010,25606.0
SCOTT,MN,18185.722785225247,2010,126139.0
WADENA,MN,3918.445980000008,2010,13809.0
CHISAGO,MN,8267.044612500125,2010,52844.0
ITASCA,MN,13027.887942037934,2010,44835.0
DAKOTA,MN,73999.22729201455,2010,393380.0
MEEKER,MN,2866.821328500013,2010,23371.0
CARVER,MN,13740.868057725325,2010,88668.0
SHERBURNE,MN,13551.959853975359,2010,86823.0
FREEBORN,MN,4506.762675000031,2010,31387.0
PINE,MN,5185.379565000043,2010,29413.0
DOUGLAS,MN,8835.546750225214,2010,35909.0
OLMSTED,MN,31508.24153250053,2010,141244.0
STEELE,MN,6150.0190125000745,2010,36434.0
CLAY,MN,7959.726945000247,2010,57089.0
MILLE LACS,MN,11443.930710000208,2010,26075.0
WRIGHT,MN,24712.914724088325,2010,120764.0
STEARNS,MN,26198.526376125967,2010,147927.0
RAMSEY,MN,114203.50787066454,2010,503113.0
NORMAN,MN,707.4598875000001,2010,6865.0
ANOKA,MN,75590.32385040268,2010,327544.0
SIBLEY,MN,1184.9320990875015,2010,15219.0
MORRISON,MN,5699.766942262591,2010,33093.0
KANABEC,MN,3557.663475000005,2010,16379.0
TODD,MN,4477.042785000042,2010,24804.0
CROW WING,MN,13889.997573862713,2010,61836.0
NOBLES,MN,1692.1767000000034,2010,21030.0
KOOCHICHING,MN,3512.5420163625136,2010,13461.0
WASHINGTON,MN,58134.49167772575,2010,232536.0
LINCOLN,MN,670.4097,2010,5935.0
SWIFT,MN,1005.7153124999992,2010,9946.0
BENTON,MN,5863.379137500086,2010,38148.0
HUBBARD,MN,5498.9520375000375,2010,20205.0
SAINT LOUIS,MN,69178.4616216025,2010,199472.0
PINE,MN,5819.582565000081,2011,29567.0
GRANT,MN,843.0170249999999,2011,6055.0
LAKE OF THE WOODS,MN,1830.5580900000007,2011,4085.0
ROCK,MN,1928.5729125000048,2011,9625.0
SIBLEY,MN,1133.3039327250015,2011,15219.0
TODD,MN,4487.077912500051,2011,24848.0
HOUSTON,MN,1310.7807375000032,2011,19108.0
DOUGLAS,MN,9271.119866362757,2011,36051.0
KANDIYOHI,MN,6509.411100000221,2011,41992.0
WRIGHT,MN,26893.834985438432,2011,123019.0
CARLTON,MN,12030.135596362596,2011,35141.0
FILLMORE,MN,1579.8916875000018,2011,20946.0
DODGE,MN,1039.3079250000017,2011,19961.0
KITTSON,MN,512.1398999999992,2011,4575.0
STEVENS,MN,1084.264350000001,2011,9703.0
MILLE LACS,MN,13601.869185000407,2011,26095.0
NICOLLET,MN,1613.0883000000024,2011,32471.0
SWIFT,MN,1159.126316362502,2011,9852.0
DAKOTA,MN,83960.81810880231,2011,396547.0
HENNEPIN,MN,282011.84651506343,2011,1146195.0
CROW WING,MN,15700.025280000284,2011,62267.0
PENNINGTON,MN,4551.20926500007,2011,13915.0
POLK,MN,6558.555772500211,2011,31392.0
TRAVERSE,MN,704.6042400000013,2011,3603.0
RED LAKE,MN,192.2304788624997,2011,4101.0
WASHINGTON,MN,59849.719633388035,2011,235802.0
CLEARWATER,MN,1540.4519475000077,2011,8654.0
REDWOOD,MN,1993.5152249999985,2011,16039.0
WABASHA,MN,1942.9533788625006,2011,21701.0
GOODHUE,MN,9051.309443175229,2011,46051.0
CASS,MN,3510.619286250024,2011,28584.0
ROSEAU,MN,3490.8809438625085,2011,15769.0
RENVILLE,MN,1096.5202538625024,2011,15834.0
MURRAY,MN,296.38829999999945,2011,8729.0
SCOTT,MN,18706.539694312843,2011,128447.0
BELTRAMI,MN,6271.855425000148,2011,44233.0
SHERBURNE,MN,13343.120577037871,2011,87881.0
RAMSEY,MN,125362.66611862715,2011,506608.0
PIPESTONE,MN,2465.4816675000047,2011,9572.0
ISANTI,MN,12128.16307886259,2011,37910.0
STEARNS,MN,27517.2559329384,2011,149337.0
LE SUEUR,MN,2050.5230250000022,2011,27754.0
KOOCHICHING,MN,3887.7228000000105,2011,13365.0
CHISAGO,MN,9557.247603862685,2011,53334.0
CHIPPEWA,MN,1647.8123999999966,2011,12383.0
COOK,MN,1393.0948875000024,2011,5213.0
WADENA,MN,4036.119165000016,2011,13820.0
MCLEOD,MN,8811.341775000219,2011,36719.0
MEEKER,MN,3153.228052500015,2011,23348.0
NORMAN,MN,743.3335650000002,2011,6849.0
LYON,MN,3072.0031463625014,2011,25716.0
SAINT LOUIS,MN,71592.51285304008,2011,199849.0
MARSHALL,MN,524.2919249999999,2011,9519.0
CARVER,MN,14638.061253862748,2011,90064.0
BENTON,MN,7181.076221362629,2011,38357.0
LINCOLN,MN,569.7372300000004,2011,5898.0
WINONA,MN,14198.514731812636,2011,51394.0
OTTER TAIL,MN,10878.158005425432,2011,57442.0
RICE,MN,9815.663775000126,2011,63594.0
BLUE EARTH,MN,11286.931950000157,2011,63370.0
MORRISON,MN,6023.343195225111,2011,33178.0
KANABEC,MN,3180.048007725005,2011,16344.0
BROWN,MN,4139.411737500034,2011,25926.0
JACKSON,MN,511.5223649999988,2011,10326.0
CLAY,MN,8959.016182500302,2011,58032.0
WASECA,MN,1955.3625975000089,2011,19154.0
WATONWAN,MN,1051.9713000000017,2011,11190.0
BECKER,MN,7131.01972522521,2011,32422.0
YELLOW MEDICINE,MN,1545.1118972625022,2011,10446.0
LAKE,MN,2172.1909500000047,2011,10877.0
OLMSTED,MN,34123.296971363,2011,142934.0
ITASCA,MN,14210.829076575415,2011,44955.0
ANOKA,MN,81148.30414586439,2011,329487.0
BIG STONE,MN,1602.8046000000015,2011,5297.0
POPE,MN,1851.3673500000025,2011,11013.0
HUBBARD,MN,6667.789237500068,2011,20318.0
WILKIN,MN,1326.7668000000033,2011,6613.0
NOBLES,MN,2139.314362500013,2011,21188.0
MOWER,MN,8759.646862500149,2011,38985.0
COTTONWOOD,MN,1904.4600504375005,2011,11695.0
MARTIN,MN,5001.940147725058,2011,20821.0
FARIBAULT,MN,1876.177552500004,2011,14690.0
LAC QUI PARLE,MN,543.1522124999991,2011,7298.0
MAHNOMEN,MN,560.8505549999994,2011,5396.0
FREEBORN,MN,4509.610132500029,2011,31301.0
AITKIN,MN,6155.738197725072,2011,16303.0
STEELE,MN,6412.365341362607,2011,36529.0
CASS,MN,3806.2359525000293,2012,28519.0
TODD,MN,5027.1274875001,2012,24783.0
WADENA,MN,4675.519920000044,2012,13808.0
POPE,MN,2196.0084375000038,2012,10978.0
MURRAY,MN,336.16902749999963,2012,8690.0
RED LAKE,MN,197.62897499999985,2012,4100.0
MCLEOD,MN,8205.417300000208,2012,36527.0
DODGE,MN,1190.1676163624984,2012,20071.0
CLEARWATER,MN,1703.5974825000064,2012,8672.0
RICE,MN,11052.670282725256,2012,64171.0
TRAVERSE,MN,781.5501750000011,2012,3549.0
ROSEAU,MN,3774.19242750002,2012,15665.0
JACKSON,MN,577.9489124999992,2012,10273.0
