BUYER_COUNTY,BUYER_STATE,mme,quantity,year
NESS,KS,512.3826524999994,589.0,2008
SHAWNEE,KS,46863.14580432791,31658.0,2008
SUMNER,KS,6528.789875000052,7213.0,2008
CLAY,KS,2622.381750225009,2029.0,2008
KEARNY,KS,241.1969624999999,151.0,2008
RAWLINS,KS,240.06599699999973,226.0,2008
WILSON,KS,1914.5397940875075,1087.0,2008
LINCOLN,KS,485.4286799999994,227.0,2008
CHEYENNE,KS,619.9293750000003,355.0,2008
EDWARDS,KS,200.48591249999996,182.0,2008
ROOKS,KS,1090.2482250000025,787.0,2008
ALLEN,KS,4619.633512500034,2921.0,2008
BOURBON,KS,5279.118501000056,3735.0,2008
STANTON,KS,377.03703749999937,218.0,2008
BROWN,KS,4973.8171320000265,3142.0,2008
MONTGOMERY,KS,13868.070793812714,9973.0,2008
REPUBLIC,KS,2303.630737500006,1161.0,2008
WOODSON,KS,473.6819924999981,530.0,2008
CRAWFORD,KS,12008.660749950464,9823.0,2008
NORTON,KS,1582.0496249999994,1151.0,2008
COFFEY,KS,3875.0683305000066,2411.0,2008
BARBER,KS,1330.011650000004,577.0,2008
JEWELL,KS,343.17974999999973,210.0,2008
WICHITA,KS,217.5952875,133.0,2008
LEAVENWORTH,KS,128961.27437851467,305374.0,2008
OSBORNE,KS,509.07007886249914,335.0,2008
CLARK,KS,880.7564490000003,717.0,2008
HAMILTON,KS,261.64878749999986,171.0,2008
MITCHELL,KS,1433.7560090625025,573.0,2008
LABETTE,KS,9435.940859437684,5688.0,2008
NEMAHA,KS,2244.4100850000077,1428.0,2008
ANDERSON,KS,1840.495627500005,788.0,2008
HARPER,KS,1108.7452500000018,587.0,2008
MARION,KS,1947.944139075004,965.0,2008
SALINE,KS,17300.457541862663,12161.0,2008
OSAGE,KS,2332.0951650000025,1335.0,2008
GRAY,KS,1349.4269144999992,741.0,2008
ELLSWORTH,KS,1121.269875675002,792.0,2008
ELLIS,KS,6749.368796362593,5370.0,2008
MORTON,KS,2485.1180604750057,842.0,2008
OTTAWA,KS,1059.4802805000008,566.0,2008
MORRIS,KS,625.7578125000001,378.0,2008
PRATT,KS,6681.773083725062,4691.0,2008
THOMAS,KS,3053.598794999998,2513.0,2008
BARTON,KS,8080.823258587614,6572.0,2008
JEFFERSON,KS,1683.075645225001,1082.0,2008
ATCHISON,KS,6265.632911500027,3947.0,2008
KINGMAN,KS,1945.9233375000047,620.0,2008
MIAMI,KS,9991.877223862584,5360.0,2008
SEWARD,KS,6213.614419087551,4253.0,2008
NEOSHO,KS,5324.616480000038,3209.0,2008
SCOTT,KS,1023.161250000005,517.0,2008
LYON,KS,7779.129573000142,5167.0,2008
PAWNEE,KS,1111.8405480000033,888.0,2008
GOVE,KS,593.5257875000002,280.0,2008
RILEY,KS,16954.313185725343,10826.0,2008
STEVENS,KS,948.217425000003,578.0,2008
SHERIDAN,KS,514.1032484999996,249.0,2008
LINN,KS,1717.8215175000055,1041.0,2008
DOUGLAS,KS,22327.993845863213,15328.0,2008
GRANT,KS,815.5829269999999,535.0,2008
LOGAN,KS,348.87986249999994,243.0,2009
RILEY,KS,17708.402632725563,12393.0,2009
PHILLIPS,KS,976.3839375000024,474.0,2009
CRAWFORD,KS,13913.97527272539,10752.0,2009
OTTAWA,KS,1476.0675750000048,683.0,2009
SHAWNEE,KS,51323.252176766044,35896.0,2009
FORD,KS,8573.574045225125,5737.0,2009
PAWNEE,KS,1798.0565175000074,1244.0,2009
WASHINGTON,KS,417.40874999999926,364.0,2009
SCOTT,KS,1317.9637688625044,669.0,2009
GOVE,KS,590.1712124999998,327.0,2009
LANE,KS,281.97787499999976,179.0,2009
PRATT,KS,7081.217216362536,4928.0,2009
BARBER,KS,1466.5518150000053,652.0,2009
DICKINSON,KS,3711.9705150000173,2366.0,2009
OSBORNE,KS,602.0456324999994,499.0,2009
NESS,KS,622.77726,527.0,2009
RUSH,KS,320.03403749999933,327.0,2009
BARTON,KS,9680.911642500178,8104.0,2009
WOODSON,KS,649.0102949999996,484.0,2009
HASKELL,KS,381.8090288624993,301.0,2009
SEDGWICK,KS,196066.3662253061,133860.0,2009
REPUBLIC,KS,2420.7149250000066,1169.0,2009
MIAMI,KS,8891.76180750011,5538.0,2009
TREGO,KS,664.8342000000006,407.0,2009
HAMILTON,KS,262.32161249999973,270.0,2009
JOHNSON,KS,208573.303968018,123634.0,2009
FRANKLIN,KS,9244.135447950131,6258.0,2009
GRANT,KS,838.0679624999992,505.0,2009
RUSSELL,KS,1498.141920000002,914.0,2009
MITCHELL,KS,1077.0873431625014,557.0,2009
GREENWOOD,KS,1181.518875000006,799.0,2009
WILSON,KS,2077.0796449875033,1188.0,2009
SMITH,KS,753.2364300000003,551.0,2009
ANDERSON,KS,1642.3168125000034,724.0,2009
GRAHAM,KS,658.4085413625003,337.0,2009
MCPHERSON,KS,7998.935012475092,5339.0,2009
CLAY,KS,2810.547337500015,2190.0,2009
LINCOLN,KS,516.0517424999989,298.0,2009
EDWARDS,KS,186.70485000000008,199.0,2009
POTTAWATOMIE,KS,4080.832875000025,2217.0,2009
NEOSHO,KS,6296.072595450037,3696.0,2009
CHEYENNE,KS,793.8758625000015,522.0,2009
RAWLINS,KS,304.8671999999996,237.0,2009
ELK,KS,773.0205788625017,450.0,2009
SEWARD,KS,5970.237619312529,4198.0,2009
RENO,KS,20312.560942500288,15452.0,2009
SHERMAN,KS,2869.6523999999977,2442.0,2009
MORTON,KS,2855.033103150007,1266.0,2009
SALINE,KS,18465.642022500346,13821.0,2009
CLOUD,KS,3686.7470250000133,2366.0,2009
MONTGOMERY,KS,14006.346724762783,10503.0,2009
BROWN,KS,5210.14740772503,3411.0,2009
STANTON,KS,381.10379999999964,210.0,2009
CHEROKEE,KS,4823.212068862542,3795.0,2009
LINN,KS,2144.0844375000065,1461.0,2009
BUTLER,KS,23756.36492636292,16252.0,2009
STEVENS,KS,1136.9817872625038,630.0,2009
ELLSWORTH,KS,1526.636134087504,869.0,2009
JACKSON,KS,1703.1223875000067,1893.0,2009
LYON,KS,7532.649375000101,5016.0,2009
HARVEY,KS,9154.033500000094,6615.0,2009
DECATUR,KS,795.9799809000011,454.0,2009
DOUGLAS,KS,23360.829844312997,16175.0,2009
MORRIS,KS,808.5487913625009,506.0,2009
COWLEY,KS,13113.935810212619,8441.0,2009
CHAUTAUQUA,KS,1243.5907950000005,677.0,2009
COFFEY,KS,4338.281452500035,2621.0,2009
MEADE,KS,542.5194413624998,373.0,2009
WYANDOTTE,KS,51164.47485386477,28760.0,2009
ELLIS,KS,7119.397050000102,5847.0,2009
CLARK,KS,897.1453988625003,691.0,2009
JEFFERSON,KS,2155.696245225006,1152.0,2009
HODGEMAN,KS,514.6695374999998,365.0,2009
GEARY,KS,8752.878990450094,6553.0,2009
LABETTE,KS,9548.113907025145,5959.0,2009
MARION,KS,2023.089162937508,1194.0,2009
RICE,KS,2272.1071652250057,1318.0,2009
SUMNER,KS,6944.690103862543,7756.0,2009
WICHITA,KS,218.87576249999992,172.0,2009
THOMAS,KS,3317.2399874999933,2906.0,2009
SHERIDAN,KS,428.8118779499997,248.0,2009
ATCHISON,KS,7179.992205225063,4727.0,2009
ROOKS,KS,1174.536825000004,774.0,2009
NEMAHA,KS,2557.75385636251,1785.0,2009
JEWELL,KS,342.35373750000014,237.0,2009
NORTON,KS,1866.2383875000046,1315.0,2009
ALLEN,KS,5114.922562500061,3314.0,2009
GREELEY,KS,551.9521874999991,446.0,2009
HARPER,KS,1360.7515050000009,634.0,2009
GRAY,KS,758.5535250000003,488.0,2009
KINGMAN,KS,1963.824975,680.0,2009
COMANCHE,KS,1370.6949750000013,726.0,2009
MARSHALL,KS,3182.269875000009,2094.0,2009
OSAGE,KS,2466.504367500007,1347.0,2009
BOURBON,KS,5823.424875000088,4199.0,2009
LEAVENWORTH,KS,35635.097767463274,41347.0,2009
KEARNY,KS,409.4201999999997,269.0,2009
FINNEY,KS,6072.893666362582,5316.0,2009
SHERIDAN,KS,467.56586249999947,310.0,2010
RAWLINS,KS,385.9634924999992,293.0,2010
GRAHAM,KS,672.1503375000002,348.0,2010
WYANDOTTE,KS,55522.63404750189,31993.0,2010
JEFFERSON,KS,2114.595950212506,1249.0,2010
ATCHISON,KS,7130.924074312562,5180.0,2010
LANE,KS,380.1817124999994,237.0,2010
MITCHELL,KS,1298.753765662504,620.0,2010
LOGAN,KS,401.06508749999983,287.0,2010
NEMAHA,KS,2718.050775000006,2019.0,2010
EDWARDS,KS,278.9482499999998,283.0,2010
CHEROKEE,KS,6945.907503862638,4886.0,2010
HASKELL,KS,435.50887499999925,274.0,2010
DECATUR,KS,850.5315606750015,506.0,2010
DOUGLAS,KS,27091.11908295084,18715.0,2010
JEWELL,KS,316.70756249999994,186.0,2010
WILSON,KS,2055.761853862501,1161.0,2010
CLAY,KS,3090.801675000012,2389.0,2010
GEARY,KS,10373.3306550001,7812.0,2010
COFFEY,KS,4265.474928862533,2931.0,2010
MIAMI,KS,10629.553503862613,6682.0,2010
FRANKLIN,KS,9536.128807725103,6421.0,2010
ANDERSON,KS,1971.3181125000033,880.0,2010
SHAWNEE,KS,55189.357283628386,40314.0,2010
PRATT,KS,7149.769837500055,4928.0,2010
BARBER,KS,1892.1808875000027,809.0,2010
SEWARD,KS,5981.499255900065,4316.0,2010
RUSH,KS,399.8644499999992,351.0,2010
THOMAS,KS,3658.1463000000012,3025.0,2010
HAMILTON,KS,321.0623624999996,348.0,2010
GREELEY,KS,407.40072749999916,347.0,2010
HARPER,KS,1793.7185775000062,841.0,2010
LABETTE,KS,11162.995997025237,6940.0,2010
MONTGOMERY,KS,14852.675568862856,11409.0,2010
STEVENS,KS,868.3485490875016,548.0,2010
LINN,KS,2626.225402500007,1723.0,2010
LYON,KS,7606.192200000145,5278.0,2010
OSBORNE,KS,786.0614250000012,640.0,2010
MEADE,KS,495.21003750000017,379.0,2010
GREENWOOD,KS,1750.9761375000082,1163.0,2010
LEAVENWORTH,KS,36867.47787678834,41390.0,2010
ELK,KS,681.9066304500013,407.0,2010
WOODSON,KS,875.883217500001,490.0,2010
NEOSHO,KS,6229.1866252125465,4163.0,2010
FORD,KS,8783.531310450173,6166.0,2010
RICE,KS,2494.6627200000044,1747.0,2010
MCPHERSON,KS,9545.268433612642,6426.0,2010
PAWNEE,KS,1818.2757750000085,1283.0,2010
CRAWFORD,KS,16206.536250675457,12011.0,2010
SCOTT,KS,1369.4481375000032,736.0,2010
SUMNER,KS,7536.137389087547,7149.0,2010
COMANCHE,KS,1708.7585625000015,913.0,2010
FINNEY,KS,5868.9059934000925,5395.0,2010
GRANT,KS,872.4862125000009,510.0,2010
RENO,KS,24542.75497886306,18047.0,2010
CLARK,KS,1403.032347262501,1103.0,2010
ELLIS,KS,9221.341162500148,7496.0,2010
COWLEY,KS,13698.593925000132,9224.0,2010
BUTLER,KS,27218.497380000612,18775.0,2010
SALINE,KS,18749.957265000463,15399.0,2010
WICHITA,KS,238.80254999999988,169.0,2010
RILEY,KS,19773.457091363027,14369.0,2010
BARTON,KS,11205.089662500142,8929.0,2010
KEARNY,KS,485.9044649999996,257.0,2010
HARVEY,KS,9890.607405000097,7419.0,2010
MARION,KS,2500.146774300011,1648.0,2010
MORRIS,KS,982.0992,650.0,2010
STANTON,KS,403.6236375,271.0,2010
PHILLIPS,KS,1355.0502000000047,651.0,2010
OTTAWA,KS,1459.8112163625042,663.0,2010
POTTAWATOMIE,KS,4155.077287500009,2462.0,2010
REPUBLIC,KS,2079.307016362506,1102.0,2010
NORTON,KS,2181.2591625000064,1644.0,2010
SEDGWICK,KS,203606.9031420298,144065.0,2010
MORTON,KS,3253.587131100007,1502.0,2010
OSAGE,KS,3048.0243375000105,1510.0,2010
NESS,KS,642.0465449999998,458.0,2010
SMITH,KS,962.1146250000032,645.0,2010
GOVE,KS,652.1405663625004,333.0,2010
RUSSELL,KS,1618.9468050000035,1072.0,2010
TREGO,KS,993.5577000000017,646.0,2010
LINCOLN,KS,477.287099999999,256.0,2010
CHEYENNE,KS,845.9118375000012,549.0,2010
GRAY,KS,1070.5584750000012,647.0,2010
ALLEN,KS,5593.768312500104,3683.0,2010
ROOKS,KS,1359.5438250000045,884.0,2010
BOURBON,KS,7647.249795000092,5306.0,2010
KINGMAN,KS,2765.25080250001,1090.0,2010
CHAUTAUQUA,KS,740.0839199999998,457.0,2010
BROWN,KS,5727.080805000069,3836.0,2010
MARSHALL,KS,3531.8166788625103,2299.0,2010
SHERMAN,KS,2737.1695500000005,2561.0,2010
WASHINGTON,KS,451.96688999999884,372.0,2010
DICKINSON,KS,4013.7117413625183,2511.0,2010
HODGEMAN,KS,749.3750250000003,492.0,2010
ELLSWORTH,KS,1673.4514163625058,913.0,2010
JOHNSON,KS,221174.44748540185,137041.0,2010
JACKSON,KS,1770.6637500000058,2098.0,2010
CLOUD,KS,3882.3871125000105,2707.0,2010
KIOWA,KS,6.8107500000000005,3.0,2011
COMANCHE,KS,2023.9700775000033,987.0,2011
MITCHELL,KS,1551.9230040750058,720.0,2011
PAWNEE,KS,1983.2128125000074,1421.0,2011
OTTAWA,KS,1589.9733375000042,796.0,2011
STANTON,KS,411.87159749999915,353.0,2011
OSBORNE,KS,883.727812500001,710.0,2011
RICE,KS,2743.291837500003,2146.0,2011
SMITH,KS,949.0942500000017,703.0,2011
STEVENS,KS,648.5885288625002,492.0,2011
SCOTT,KS,1523.514645000004,1040.0,2011
ELK,KS,956.3618813625006,545.0,2011
RUSH,KS,504.5780702249992,361.0,2011
HODGEMAN,KS,898.2714788625003,665.0,2011
EDWARDS,KS,300.0706124999997,341.0,2011
LANE,KS,404.2298249999993,347.0,2011
DICKINSON,KS,4556.873812500035,2954.0,2011
BARBER,KS,2153.767207500005,1017.0,2011
WOODSON,KS,1042.1349675000017,501.0,2011
MORTON,KS,3759.1240042875093,2212.0,2011
HAMILTON,KS,465.3202124999992,416.0,2011
MORRIS,KS,942.4764750000003,714.0,2011
WICHITA,KS,416.012265,253.0,2011
KEARNY,KS,598.3795275000006,325.0,2011
LOGAN,KS,492.8160374999995,549.0,2011
LINCOLN,KS,631.1600999999994,332.0,2011
CLAY,KS,3705.965066362519,3011.0,2011
GRAHAM,KS,789.0549375000003,406.0,2011
NESS,KS,759.1377825000011,602.0,2011
WASHINGTON,KS,593.9216924999993,423.0,2011
MIAMI,KS,14045.453778862593,7906.0,2011
ANDERSON,KS,2139.556837500009,1091.0,2011
PRATT,KS,7689.790320225056,5287.0,2011
SEWARD,KS,7394.018799075104,5247.0,2011
THOMAS,KS,3756.8556375000094,3037.0,2011
HARPER,KS,2084.563477500004,1069.0,2011
LABETTE,KS,13434.822525675248,7525.0,2011
MONTGOMERY,KS,15275.242527037832,11813.0,2011
LINN,KS,3141.681262500017,2105.0,2011
LYON,KS,8472.169830000157,5554.0,2011
GRANT,KS,1257.482677500002,681.0,2011
COFFEY,KS,3992.163841350022,3202.0,2011
GREENWOOD,KS,2534.2915725000084,1893.0,2011
MARION,KS,2360.5759783875064,1622.0,2011
CHAUTAUQUA,KS,875.6857575000013,537.0,2011
JACKSON,KS,2175.907293862505,2537.0,2011
CHEROKEE,KS,6779.796765000112,4904.0,2011
CLOUD,KS,4335.734362500018,3032.0,2011
SHERMAN,KS,2909.633141812493,2613.0,2011
MARSHALL,KS,3319.238197500006,2512.0,2011
BROWN,KS,6288.218029087616,4473.0,2011
ALLEN,KS,6758.594887500152,4392.0,2011
NEMAHA,KS,3030.730942500005,2545.0,2011
NEOSHO,KS,6651.1330725001135,4849.0,2011
BARTON,KS,11623.642455225196,9827.0,2011
SALINE,KS,21005.457247500468,17102.0,2011
KINGMAN,KS,2914.985220000016,1486.0,2011
JOHNSON,KS,250561.47595857878,184418.0,2011
DOUGLAS,KS,28482.845659763174,20008.0,2011
FRANKLIN,KS,10920.80268750015,7713.0,2011
BOURBON,KS,7859.72787750012,5572.0,2011
OSAGE,KS,2681.160450000009,1508.0,2011
WYANDOTTE,KS,59802.31396567656,35841.0,2011
LEAVENWORTH,KS,41091.623849963216,48962.0,2011
SHAWNEE,KS,57782.375269316064,44158.0,2011
ATCHISON,KS,6859.10262045004,5659.0,2011
RILEY,KS,22968.63567045073,16742.0,2011
FINNEY,KS,6647.926249312585,6000.0,2011
SEDGWICK,KS,214567.90960131946,155491.0,2011
BUTLER,KS,30216.502856813044,23374.0,2011
GEARY,KS,12459.547811587676,8469.0,2011
FORD,KS,9277.81843136266,7401.0,2011
MCPHERSON,KS,11158.892788837638,7219.0,2011
CRAWFORD,KS,16648.942541587916,13631.0,2011
SUMNER,KS,8610.249950662619,6318.0,2011
RENO,KS,28147.51706542541,21438.0,2011
HARVEY,KS,10951.250212500056,8149.0,2011
ELLIS,KS,10207.612020225182,8627.0,2011
COWLEY,KS,14712.350235000125,9883.0,2011
REPUBLIC,KS,2048.018812500005,1094.0,2011
WILSON,KS,2406.0270938625085,1374.0,2011
WABAUNSEE,KS,0.3027,1.0,2011
CLARK,KS,2203.4658600000057,1430.0,2011
JEWELL,KS,343.34062499999976,225.0,2011
NORTON,KS,2422.991400000007,1600.0,2011
MEADE,KS,523.5823613624993,368.0,2011
POTTAWATOMIE,KS,4507.618717500016,3180.0,2011
CHEYENNE,KS,972.9282000000012,551.0,2011
RUSSELL,KS,2113.0723615875063,1274.0,2011
SHERIDAN,KS,464.96729999999985,301.0,2011
GOVE,KS,715.6817624999999,379.0,2011
DECATUR,KS,751.7365886250013,475.0,2011
ROOKS,KS,1194.0270563625036,762.0,2011
GREELEY,KS,491.4650249999988,413.0,2011
HASKELL,KS,634.0131374999994,399.0,2011
ELLSWORTH,KS,1560.3064509000048,1052.0,2011
PHILLIPS,KS,1277.660887500005,623.0,2011
TREGO,KS,1248.2181300000032,777.0,2011
RAWLINS,KS,461.7534749999997,304.0,2011
GRAY,KS,1094.4906975000017,606.0,2011
JEFFERSON,KS,2634.3257625000037,1434.0,2011
FINNEY,KS,7551.025770450124,6525.0,2012
COWLEY,KS,14918.803537725156,9583.0,2012
CLAY,KS,3934.051980000025,3072.0,2012
ELLIS,KS,9440.062062937608,8078.0,2012
FORD,KS,10364.282433862674,6826.0,2012
HARVEY,KS,12388.252522500063,8908.0,2012
HARPER,KS,2628.332640000001,1488.0,2012
MCPHERSON,KS,12622.054664062669,7826.0,2012
GREELEY,KS,526.4206499999989,354.0,2012
CRAWFORD,KS,17203.89723543786,14264.0,2012
RENO,KS,31580.10746430038,22868.0,2012
COMANCHE,KS,1684.8485250000033,836.0,2012
GEARY,KS,13049.981728162664,8558.0,2012
REPUBLIC,KS,2200.933016362504,1060.0,2012
SUMNER,KS,9631.22058090014,5713.0,2012
RAWLINS,KS,541.6009499999992,266.0,2012
CHEYENNE,KS,1146.5346750000006,698.0,2012
PAWNEE,KS,2133.6150000000125,1417.0,2012
SCOTT,KS,2173.3993800000053,1495.0,2012
WALLACE,KS,81.37837500000003,94.0,2012
MONTGOMERY,KS,15063.838827225132,11083.0,2012
JOHNSON,KS,231542.8522140889,147867.0,2012
TREGO,KS,1348.6251300000035,913.0,2012
DOUGLAS,KS,29779.252933613217,20531.0,2012
EDWARDS,KS,375.24922499999985,206.0,2012
BOURBON,KS,8193.896715000112,5436.0,2012
JEFFERSON,KS,2689.845319087515,1456.0,2012
STANTON,KS,513.8595524999993,384.0,2012
MIAMI,KS,15290.509404075137,7497.0,2012
SEDGWICK,KS,229295.3704046548,163982.0,2012
BUTLER,KS,32508.41659473814,26189.0,2012
STEVENS,KS,607.1028375,432.0,2012
KIOWA,KS,282.1232325000001,163.0,2012
RUSH,KS,573.980700224999,427.0,2012
WYANDOTTE,KS,62404.462975201386,40145.0,2012
LEAVENWORTH,KS,47587.30452221307,55111.0,2012
GOVE,KS,767.0494874999998,357.0,2012
SHAWNEE,KS,59065.08027292867,45799.0,2012
WICHITA,KS,351.0363149999997,272.0,2012
ATCHISON,KS,6955.446255000067,6005.0,2012
CLARK,KS,2197.0076100000038,1133.0,2012
RILEY,KS,22534.818859538183,15801.0,2012
DICKINSON,KS,5289.21422636252,3212.0,2012
DECATUR,KS,620.9675895375008,369.0,2012
MEADE,KS,563.7062624999992,346.0,2012
GRAHAM,KS,964.1038874999997,463.0,2012
KEARNY,KS,688.6290450000001,384.0,2012
CHAUTAUQUA,KS,946.9802325000011,508.0,2012
SMITH,KS,972.027562500003,697.0,2012
JACKSON,KS,2969.192092725011,2533.0,2012
KINGMAN,KS,3582.3663713625206,1898.0,2012
HODGEMAN,KS,767.9142374999997,505.0,2012
RICE,KS,3107.296537725002,2519.0,2012
CLOUD,KS,4554.534015000008,3122.0,2012
NEMAHA,KS,3255.330142500018,2611.0,2012
SHERMAN,KS,2582.6184663375,2261.0,2012
HASKELL,KS,806.2123874999997,414.0,2012
MARSHALL,KS,3757.9976850000003,2797.0,2012
GRAY,KS,1137.628728862501,681.0,2012
BROWN,KS,8300.570040000113,5272.0,2012
ALLEN,KS,7154.712026362614,4238.0,2012
MORTON,KS,3773.926330425012,2107.0,2012
NORTON,KS,2469.85541250001,1678.0,2012
LINCOLN,KS,821.7770625000011,488.0,2012
NESS,KS,818.9270402249997,564.0,2012
WABAUNSEE,KS,0.9081,3.0,2012
PHILLIPS,KS,1391.3973150000054,744.0,2012
WASHINGTON,KS,637.3401750000003,480.0,2012
WILSON,KS,3058.587679087521,1707.0,2012
OSAGE,KS,2622.357187500006,1506.0,2012
LOGAN,KS,665.3347124999998,602.0,2012
WOODSON,KS,983.7301500000008,571.0,2012
MARION,KS,2887.5202149750053,1931.0,2012
MORRIS,KS,1014.354476362501,603.0,2012
GREENWOOD,KS,3324.97056000002,2056.0,2012
BARTON,KS,12173.237958862695,10064.0,2012
NEOSHO,KS,7707.323985000103,4870.0,2012
MITCHELL,KS,1457.1653597625054,900.0,2012
HAMILTON,KS,463.33297499999946,317.0,2012
GRANT,KS,1558.4624175000033,855.0,2012
CHEROKEE,KS,7520.939212500126,4295.0,2012
ROOKS,KS,1163.963655000003,796.0,2012
FRANKLIN,KS,11173.379719087574,7650.0,2012
ELLSWORTH,KS,1747.938709087509,1180.0,2012
BARBER,KS,1936.224391575004,945.0,2012
ANDERSON,KS,2383.0219125000062,1061.0,2012
PRATT,KS,7437.878182725059,5155.0,2012
SEWARD,KS,7144.591584262628,5309.0,2012
SHERIDAN,KS,411.04991249999983,246.0,2012
THOMAS,KS,4061.69281545,3272.0,2012
LANE,KS,173.3529225,164.0,2012
POTTAWATOMIE,KS,5263.535655000034,3753.0,2012
OSBORNE,KS,945.2625718125024,758.0,2012
LINN,KS,3568.9971975000108,2109.0,2012
JEWELL,KS,373.7659124999996,263.0,2012
LYON,KS,9421.279987500131,6397.0,2012
OTTAWA,KS,1641.3855788625058,1099.0,2012
COFFEY,KS,4710.7201518000375,3359.0,2012
LABETTE,KS,14519.034598162676,7669.0,2012
RUSSELL,KS,2215.5500970375047,1334.0,2012
SALINE,KS,23181.177008850544,19136.0,2012
ELK,KS,1209.0843868125035,738.0,2012
WARREN,KY,25521.06107400096,17495.0,2006
DAVIESS,KY,23620.67872717524,14783.0,2006
CARTER,KY,13577.301741362659,7873.0,2006
HARRISON,KY,4951.55991350003,3937.0,2006
EDMONSON,KY,2281.3392900000085,959.0,2006
BOURBON,KY,5365.196482500056,4297.0,2006
JESSAMINE,KY,13610.63945186263,10553.0,2006
BOYD,KY,45200.190534027155,37696.0,2006
LOGAN,KY,4856.237406675029,2792.0,2006
CRITTENDEN,KY,9067.998587087524,4472.0,2006
MERCER,KY,4414.499889262509,3227.0,2006
FRANKLIN,KY,11977.112950000175,11915.0,2006
HENDERSON,KY,19126.305690500594,22419.0,2006
TRIMBLE,KY,679.1958375000003,381.0,2006
MONTGOMERY,KY,11209.251305500122,6885.0,2006
MONROE,KY,4708.676048175016,2399.0,2006
METCALFE,KY,1122.6294077249997,1709.0,2006
PULASKI,KY,23532.08573850054,14855.0,2006
OLDHAM,KY,7206.735277500064,6467.0,2006
MCCRACKEN,KY,36238.87659100143,25013.0,2006
OWSLEY,KY,1868.660912500009,826.0,2006
WASHINGTON,KY,941.0240250000037,1160.0,2006
MARSHALL,KY,10917.599488950136,6395.0,2006
LESLIE,KY,6038.256662500001,3950.0,2006
NELSON,KY,8254.681537725126,6117.0,2006
JOHNSON,KY,23001.31991850043,9619.0,2006
GREENUP,KY,23295.05089045019,11156.0,2006
HOPKINS,KY,19593.62871750021,24161.0,2006
LEE,KY,4844.1183360000105,8597.0,2006
LAUREL,KY,21980.60781386292,13847.0,2006
CALDWELL,KY,5663.454212500034,4017.0,2006
LIVINGSTON,KY,3709.677550000024,1818.0,2006
CHRISTIAN,KY,15525.580204887696,10063.0,2006
BOYLE,KY,10302.034872225197,7828.0,2006
HART,KY,2401.474677500004,2006.0,2006
MCLEAN,KY,771.3129538625002,1010.0,2006
WOODFORD,KY,4276.3975429999955,2958.0,2006
MUHLENBERG,KY,11814.296183862614,6702.0,2006
GRANT,KY,17354.13707500016,11687.0,2006
FLEMING,KY,3164.500131812509,1927.0,2006
HARLAN,KY,14782.918382500024,10114.0,2006
FLOYD,KY,24149.43043400046,15733.0,2006
GREEN,KY,2490.2616908625064,1627.0,2006
SCOTT,KY,9531.778484500172,8233.0,2006
BATH,KY,1688.7236800000046,1018.0,2006
LAWRENCE,KY,17771.0357125,7457.0,2006
MEADE,KY,3332.2031750000056,2647.0,2006
UNION,KY,6322.834544812542,3944.0,2006
CUMBERLAND,KY,3995.985327500015,2004.0,2006
CALLOWAY,KY,10156.471833125119,6844.0,2006
KNOTT,KY,2148.380225,2222.0,2006
MARTIN,KY,3866.8684758625104,2488.0,2006
TODD,KY,2032.060566362507,927.0,2006
BULLITT,KY,13604.810299999992,8686.0,2006
LINCOLN,KY,4818.9984193125265,3847.0,2006
BREATHITT,KY,7362.738135000119,5731.0,2006
MARION,KY,4808.934121000031,3174.0,2006
TRIGG,KY,2854.928387500004,1439.0,2006
BUTLER,KY,5171.103787500012,2798.0,2006
CLINTON,KY,8403.154985000003,4318.0,2006
OHIO,KY,7115.059422950071,2908.0,2006
LETCHER,KY,9588.894369000129,7780.0,2006
CARLISLE,KY,615.4581149999992,422.0,2006
LYON,KY,3218.911018500012,1334.0,2006
MAGOFFIN,KY,2540.7721735000114,1715.0,2006
SIMPSON,KY,7788.879551937559,4145.0,2006
CLARK,KY,13528.652376500324,11226.0,2006
PIKE,KY,62296.0414535029,34179.0,2006
BRACKEN,KY,1446.4152075000054,702.0,2006
LEWIS,KY,5026.256700000039,3230.0,2006
NICHOLAS,KY,1215.0582150000025,1059.0,2006
BARREN,KY,13194.854016362828,8809.0,2006
ALLEN,KY,5728.39363181251,3250.0,2006
ADAIR,KY,3729.8950574500154,2152.0,2006
ESTILL,KY,3297.7745150000123,2830.0,2006
ELLIOTT,KY,1819.1258250000049,945.0,2006
GARRARD,KY,4333.666650000005,2633.0,2006
MORGAN,KY,2423.996700000011,1699.0,2006
GRAVES,KY,9003.341579500086,5591.0,2006
MCCREARY,KY,5005.955260000026,2896.0,2006
OWEN,KY,1696.1645625000024,924.0,2006
HICKMAN,KY,681.444637500001,428.0,2006
BALLARD,KY,1348.3338775000004,913.0,2006
MENIFEE,KY,1516.2859250000026,882.0,2006
SHELBY,KY,7354.464249537576,4999.0,2006
LARUE,KY,3610.1463075000047,2416.0,2006
RUSSELL,KY,7370.102156362553,4293.0,2006
SPENCER,KY,2109.9673127250044,1338.0,2006
GALLATIN,KY,1764.5294275000024,806.0,2006
KNOX,KY,13656.46043099987,7085.0,2006
BRECKINRIDGE,KY,4851.021370950017,1683.0,2006
MADISON,KY,20885.981932863237,17736.0,2006
POWELL,KY,4052.931753862515,3256.0,2006
BOONE,KY,51878.430081541024,32718.0,2006
