BUYER_STATE,BUYER_COUNTY,year,mme
AL,RANDOLPH,2009,6420.3724425000355
AL,CLAY,2009,4836.376935000041
AL,MACON,2009,2718.176062500005
AL,LOWNDES,2009,853.6433625
AL,COOSA,2009,1037.4959250000022
AL,CULLMAN,2009,38865.786375450705
AL,CHILTON,2009,17669.297582925243
AL,BUTLER,2009,6636.663427500078
AL,FRANKLIN,2009,18764.937296588047
AL,JACKSON,2009,31164.822393863084
AL,WALKER,2009,95464.38413542845
AL,RUSSELL,2009,20571.41142090051
AL,JEFFERSON,2009,300777.96114536683
AL,DE KALB,2009,26028.5115402001
AL,LAMAR,2009,4911.224805900033
AL,BLOUNT,2009,12821.946716362658
AL,COFFEE,2009,14369.57990317514
AL,ETOWAH,2009,95393.8161019907
AL,CHOCTAW,2009,5125.220464537522
AL,TALLAPOOSA,2009,10931.46873090015
AL,DALE,2009,14692.996021125227
AL,MONROE,2009,7334.821432500088
AL,CALHOUN,2009,66364.38719775522
AL,PIKE,2009,9258.430436362647
AL,SUMTER,2009,1742.6689125000044
AL,MORGAN,2009,62430.97144886384
AL,CHOCTAW,2010,5948.738655000047
AL,CLAY,2010,4433.261115000029
AL,CHEROKEE,2010,18188.32967636272
AL,MARION,2010,27710.281958850494
AL,TALLADEGA,2010,38945.37592815092
AL,GENEVA,2010,8524.758978862694
AL,SAINT CLAIR,2010,26491.552841363326
AL,LAMAR,2010,6273.340046362573
AL,SHELBY,2010,88694.68210384334
AL,HOUSTON,2010,52177.587169989354
AL,BUTLER,2010,7285.018027500098
AL,CHILTON,2010,18234.6009254252
AL,MACON,2010,2877.625087500011
AL,FRANKLIN,2010,21390.961335450615
AL,ELMORE,2010,25948.45678361319
AL,DALE,2010,18105.013050450478
AL,PIKE,2010,9751.916805000143
AL,MOBILE,2010,160441.30050879758
AL,BLOUNT,2010,13645.768384087694
AL,MARENGO,2010,6398.885754525074
AL,DALLAS,2010,13622.154912450244
AL,TALLAPOOSA,2010,11008.96778317517
AL,JEFFERSON,2010,340625.47217709303
AL,COFFEE,2010,17131.12712295013
AL,GREENE,2010,733.9257374999994
AL,CLARKE,2010,8976.019039312654
AL,BULLOCK,2010,1981.900395000004
AL,BIBB,2010,9217.115220000112
AL,LAUDERDALE,2010,43138.56366611346
AL,MONROE,2010,7088.979574087598
AL,DE KALB,2010,31037.884238025046
AL,RUSSELL,2010,21680.39115386318
AL,MORGAN,2010,66961.86074295081
AL,COLBERT,2010,39369.203619075546
AL,CALHOUN,2010,73286.81987201847
AL,SUMTER,2010,2013.8629020000074
AL,WINSTON,2010,16300.48387500016
AL,WALKER,2010,99354.67999762867
AL,COVINGTON,2010,20543.037046537644
AL,RANDOLPH,2010,6559.789890000058
AL,COOSA,2010,1312.8696899999977
AL,LOWNDES,2010,1106.8292745375
AL,HENRY,2010,3801.404490000007
AL,CULLMAN,2010,41407.0260600005
AL,WASHINGTON,2010,1017.7835824874996
AL,JACKSON,2010,34320.39088908809
AL,MARSHALL,2010,62145.94854247601
AL,FAYETTE,2010,5623.8980175000415
AL,LEE,2010,20730.910601813124
AL,CHAMBERS,2010,17417.905529437827
AL,CLEBURNE,2010,2597.3591663625048
AL,AUTAUGA,2010,26169.308157937987
AL,MADISON,2010,174384.94998376045
AL,BALDWIN,2010,92720.1412313691
AL,BARBOUR,2010,8600.487532725187
AL,PICKENS,2010,4603.29177000002
AL,CRENSHAW,2010,3399.614962500018
AL,TUSCALOOSA,2010,56430.29779744058
AL,WILCOX,2010,1077.9581024999993
AL,LAWRENCE,2010,12126.650085450141
AL,ESCAMBIA,2010,19566.88999886285
AL,MONTGOMERY,2010,65600.21594066697
AL,LIMESTONE,2010,25339.458218175274
AL,HALE,2010,3228.277751362509
AL,ETOWAH,2010,101022.99240221463
AL,PERRY,2010,1372.7002800000014
AL,CONECUH,2010,7116.74866886254
AL,LAMAR,2011,7822.354159312614
AL,BIBB,2011,10732.56591022514
AL,CLEBURNE,2011,3046.8283538625046
AL,CHOCTAW,2011,6700.893960000057
AL,ETOWAH,2011,111308.54469472697
AL,HOUSTON,2011,50627.00473125181
AL,MARION,2011,34724.317556588336
AL,WASHINGTON,2011,1043.435835675
AL,PICKENS,2011,4715.018306362524
AL,SHELBY,2011,95307.98912494394
AL,FAYETTE,2011,6855.907061362568
AL,COOSA,2011,1278.1478850000017
AL,WILCOX,2011,1086.2755499999994
AL,MARENGO,2011,7416.532290900098
AL,CONECUH,2011,7520.15959181255
AL,BULLOCK,2011,2419.820152500009
AL,COVINGTON,2011,20687.100218624975
AL,SUMTER,2011,2339.1468450000098
AL,HALE,2011,3934.258807500016
AL,RUSSELL,2011,28591.802756813147
AL,DALE,2011,19705.991715450476
AL,GREENE,2011,1275.9052575000023
AL,CALHOUN,2011,80762.31044704447
AL,LOWNDES,2011,1354.5612609000032
AL,BARBOUR,2011,9242.986620225221
AL,JEFFERSON,2011,404258.92743754125
AL,RANDOLPH,2011,7900.631506125083
AL,DE KALB,2011,36443.499725399975
AL,MORGAN,2011,79520.59402522622
AL,WALKER,2011,103900.40089338936
AL,ESCAMBIA,2011,18713.274746362764
AL,COLBERT,2011,45453.63501543821
AL,MOBILE,2011,184413.30131661362
AL,CHAMBERS,2011,23379.94184636291
AL,CLAY,2011,5531.536346362565
AL,CRENSHAW,2011,3699.5430150000375
AL,TUSCALOOSA,2011,56657.087744702665
AL,BALDWIN,2011,107700.16589891967
AL,CULLMAN,2011,46268.25600112525
AL,JACKSON,2011,36090.97894908762
AL,MARSHALL,2011,76467.46578656422
AL,HENRY,2011,4157.097202500014
AL,MACON,2011,3148.9619974875127
AL,MONROE,2011,8188.43634000011
AL,AUTAUGA,2011,28682.158857937633
AL,TALLADEGA,2011,43728.5874772508
AL,PERRY,2011,1555.5801863625024
AL,SAINT CLAIR,2011,30956.217964087955
AL,CLARKE,2011,10119.839377950171
AL,LEE,2011,24056.72355862571
AL,WINSTON,2011,18040.70294250009
AL,ELMORE,2011,31638.542576550095
AL,LAWRENCE,2011,15489.874143862615
AL,MADISON,2011,211018.75790457553
AL,FRANKLIN,2011,25028.422691587893
AL,BUTLER,2011,9228.78793545014
AL,CHEROKEE,2011,21144.365227500166
AL,LAUDERDALE,2011,54832.08746587658
AL,GENEVA,2011,9798.720829087766
AL,PIKE,2011,11533.306924087654
AL,CHILTON,2011,21731.331113175165
AL,MONTGOMERY,2011,71857.56231885529
AL,BLOUNT,2011,16131.819716587648
AL,COFFEE,2011,19775.63471636268
AL,DALLAS,2011,14112.426709725205
AL,TALLAPOOSA,2011,13001.48137886267
AL,LIMESTONE,2011,31468.276177725213
AL,PIKE,2012,11837.414352262667
AL,ELMORE,2012,35330.0428620003
AL,DE KALB,2012,42960.00880128775
AL,SHELBY,2012,104473.65259695711
AL,CLEBURNE,2012,3372.8372213625153
AL,WASHINGTON,2012,1084.4530125000022
AL,ESCAMBIA,2012,17929.682310225293
AL,FRANKLIN,2012,28422.757872712693
AL,CLARKE,2012,11857.81500817518
AL,MARSHALL,2012,88101.04985224131
AL,SUMTER,2012,2546.8835700000072
AL,CHOCTAW,2012,7934.546092612578
AL,LAMAR,2012,7658.8580554501195
AL,LOWNDES,2012,1277.3772652125022
AL,JACKSON,2012,38281.86952271221
AL,CULLMAN,2012,48024.92623859992
AL,LIMESTONE,2012,36121.59763522515
AL,LAUDERDALE,2012,51603.39739496349
AL,JEFFERSON,2012,393767.36435569794
AL,WINSTON,2012,18119.78930602515
AL,MORGAN,2012,90385.1390365904
AL,PERRY,2012,1748.5096275000028
AL,MONROE,2012,8458.772737500101
AL,COLBERT,2012,46857.43802407546
AL,AUTAUGA,2012,30312.245596800163
AL,FAYETTE,2012,8049.841335000061
AL,MOBILE,2012,224370.85422370367
AL,CRENSHAW,2012,4222.298838862542
AL,TALLAPOOSA,2012,14188.656042262719
AL,CHAMBERS,2012,20636.66994750032
AL,RUSSELL,2012,35356.46796678806
AL,DALE,2012,18810.0037959004
AL,BUTLER,2012,9417.761232037647
AL,CHEROKEE,2012,23015.141580000236
AL,MARION,2012,36862.86457931289
AL,LAWRENCE,2012,18056.364472500256
AL,CONECUH,2012,8843.059811812593
AL,TALLADEGA,2012,46591.09438743816
AL,CHILTON,2012,24499.144937475114
AL,COFFEE,2012,20508.22495158774
AL,HOUSTON,2012,49915.57687226401
AL,MADISON,2012,251349.24411095784
AL,GENEVA,2012,10176.627517500212
AL,GREENE,2012,1175.0025825000014
AL,BARBOUR,2012,10364.46627795016
AL,BALDWIN,2012,128853.86015625861
AL,WALKER,2012,102990.30582723985
AL,MONTGOMERY,2012,73469.1759220178
AL,CALHOUN,2012,90543.82948316987
AL,COVINGTON,2012,21573.633739087523
AL,BLOUNT,2012,17702.56696136272
AL,RANDOLPH,2012,9989.740482712601
AL,HALE,2012,4465.592317725021
AL,MACON,2012,3844.3071052125188
AL,HENRY,2012,4777.403936362519
AL,ETOWAH,2012,120654.59053316596
AL,BULLOCK,2012,2551.0831652250063
AL,DALLAS,2012,15074.96596608792
AL,MARENGO,2012,7946.497885425101
AL,WILCOX,2012,1203.181050000002
AL,TUSCALOOSA,2012,73729.68563741683
AL,PICKENS,2012,5779.787719762547
AL,CLAY,2012,6418.337790000075
AL,SAINT CLAIR,2012,35592.67049658793
AL,BIBB,2012,11418.213273862613
AL,LEE,2012,25157.283182475996
AL,COOSA,2012,1292.1801900000028
